dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
1,0,3,8,0,2,1,4,0.5,30,1.0,0,0.0,0.5,0,0,6.0,1,0.75,0
1,0,6,6,15,4,2,6,2.0,6,0.0,0,0.0,0.333333333,0,0,0.0,1,1.0,0
2,0,4,5,1,0,4,2,2.0,11,0.0,0,0.666666667,0.75,0,0,4.5,1,0.5,0
1,0,2,9,0,2,0,4,0.5,45,1.0,0,0.0,0.666666667,0,0,9.75,3,1.25,0
1,0,1,4,1,0,1,2,2.0,9,0.0,0,0.0,1.0,0,0,3.5,1,0.5,0
1,0,11,7,7,10,1,5,0.88,41,1.0,1,0.0,375.0,0,0,5.0,1,0.6667,0
1,0,1,23,9,1,0,9,0.755555556,155,1.0,0,0.0,0.65,0,0,14.0,3,1.0,0
1,0,37,77,108,1,36,9,0.916666667,368,1.0,6,0.0,0.1484375,0,0,21.5,3,1.3125,1
1,0,5,7,21,3,2,7,2.0,7,0.0,0,0.0,0.535714286,0,0,0.0,1,1.0,0
1,0,3,2,1,2,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
1,0,6,6,15,4,2,6,2.0,6,0.0,0,0.0,0.333333333,0,0,0.0,1,1.0,0
1,4,4,9,0,4,0,4,375.0,35,1.0,0,0.0,0.6,0,0,5.6,1,0.8,0
1,0,10,23,69,10,0,15,0.785714286,213,1.0,0,0.0,0.366666667,1,1,12.86666667,7,1.7333,0
1,0,11,50,180,10,1,26,0.726190476,418,1.0,0,0.0,0.226600985,1,1,13.20689655,7,1.2759,0
1,0,6,8,28,5,1,8,2.0,8,0.0,0,0.0,0.4,0,0,0.0,1,1.0,0
1,0,7,30,0,4,3,9,0.45,141,1.0,2,0.0,0.62962963,0,0,14.11111111,2,1.1111,0
2,0,8,8,6,7,1,3,0.892857143,91,0.285714286,6,0.8125,0.416666667,1,1,15.8,1,0.6,0
1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,11,41,282,8,3,29,0.895833333,348,1.0,3,0.0,0.183908046,1,1,10.5862069,7,1.2069,1
1,0,2,6,4,2,0,5,0.75,31,1.0,0,0.0,0.466666667,0,0,4.6,1,0.8,0
2,0,6,10,6,1,6,4,2.0,28,0.0,0,0.4,0.4375,0,0,6.0,1,0.75,1
3,0,4,35,6,0,4,3,1.333333333,205,1.0,0,0.892857143,0.45,3,3,50.0,1,0.75,0
2,0,4,5,1,0,4,2,2.0,11,0.0,0,0.666666667,0.75,0,0,4.5,1,0.5,0
1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,8,25,300,1,7,25,2.0,25,0.0,0,0.0,0.337777778,0,0,0.0,1,1.0,0
2,0,7,11,1,0,7,2,1.0,35,1.0,0,0.833333333,1.0,0,0,16.0,1,0.5,0
1,0,12,46,448,8,5,32,0.919354839,261,1.0,3,0.0,0.17578125,1,1,6.78125,7,1.3438,0
1,0,6,42,118,4,3,20,0.810526316,264,1.0,1,0.0,0.188888889,1,1,11.95,7,1.45,0
1,0,7,21,6,1,6,4,1.0625,134,1.0,3,0.0,0.533333333,0,0,24.2,3,1.2,0
1,0,18,44,4,1,17,3,0.666666667,221,1.0,1,0.0,375.0,0,0,54.0,4,1.5,0
2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1.0,0
2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1.0,0
1,0,8,7,21,6,2,7,2.0,7,0.0,0,0.0,0.306122449,0,0,0.0,1,1.0,0
1,0,11,25,300,1,10,25,2.0,25,0.0,0,0.0,255.0,0,0,0.0,1,1.0,0
1,0,3,3,3,1,2,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,0
1,0,3,31,1,1,2,3,0.5,203,1.0,1,0.0,0.333333333,0,0,32.5,3,1.3333,0
1,0,4,22,4,2,3,3,0.333333333,119,0.0,0,0.0,0.5,0,0,28.25,2,1.0,0
2,0,7,15,15,2,7,6,2.0,46,0.0,0,0.285714286,0.4,0,0,6.666666667,1,0.8333,0
2,0,10,20,36,5,10,9,2.0,80,0.0,0,0.2,0.377777778,0,0,7.888888889,1,0.8889,0
1,0,5,13,20,4,1,9,0.791666667,99,1.0,1,0.0,0.288888889,1,1,9.666666667,7,1.6667,0
1,0,8,12,9,7,1,10,0.8,79,1.0,1,0.0,0.3,0,0,6.4,1,0.7,0
1,0,25,87,155,0,25,19,0.863095238,489,1.0,7,0.0,0.142857143,0,0,20.86363636,4,1.4091,1
1,0,6,4,6,5,1,4,2.0,4,0.0,0,0.0,0.6875,0,0,0.0,1,1.0,0
1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
1,0,1,13,15,1,0,5,2.0,385,0.0,0,0.0,0.458333333,0,0,63.16666667,47,9.0,0
1,0,7,8,28,5,2,8,2.0,8,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
1,0,28,18,0,25,3,3,0.25,75,1.0,1,0.0,0.25,0,0,13.6,4,1.6,0
1,0,15,78,344,7,11,32,0.884375,543,1.0,1,0.0,0.157575758,1,1,15.15151515,5,1.3636,0
2,0,7,11,1,0,7,2,1.0,46,1.0,0,0.833333333,1.0,0,0,20.5,1,0.5,0
1,0,9,35,4,1,8,2,1.307692308,299,1.0,1,0.0,0.4375,0,0,67.25,5,2.25,1
1,0,11,38,41,0,11,15,0.821428571,185,1.0,6,0.0,0.193333333,0,0,10.93333333,5,1.2667,0
1,0,4,5,10,3,1,5,2.0,5,0.0,0,0.0,0.9,0,0,0.0,1,1.0,0
1,0,5,18,4,1,4,2,1.142857143,128,1.0,2,0.0,0.5,0,0,29.25,2,1.25,0
1,0,22,42,36,13,9,8,2.0,207,0.0,0,0.0,0.351851852,0,0,22.0,7,1.5556,0
1,0,24,60,13,0,24,4,1.075757576,337,1.0,1,0.0,0.416666667,0,0,45.57142857,3,1.4286,1
1,0,7,22,17,7,0,10,0.814285714,150,1.0,0,0.0,0.424242424,0,0,12.0,3,1.0,0
1,0,12,35,4,1,12,2,1.083333333,271,1.0,0,0.0,0.466666667,0,0,65.75,9,3.0,0
1,0,28,65,252,23,5,32,0.868035191,505,1.0,3,0.0,0.153125,0,0,14.4375,4,1.0938,0
2,0,21,49,0,1,20,2,0.64,274,1.0,1,0.791666667,0.333333333,1,3,43.83333333,5,2.1667,0
2,0,22,37,13,2,21,2,0.6,157,1.0,0,0.791666667,0.366666667,1,3,25.0,4,1.8333,0
1,0,8,19,83,7,1,15,0.904761905,129,1.0,1,0.0,0.20952381,1,1,7.2,7,1.4,0
1,0,12,43,25,1,11,8,0.714285714,411,1.0,0,0.0,0.44,0,0,35.72727273,5,1.5455,0
1,0,0,5,0,0,0,4,1.0,23,0.333333333,0,0.0,0.75,0,0,4.0,1,0.5,0
1,0,18,77,147,4,14,6,0.862745098,596,1.0,3,0.0,0.234567901,0,0,31.94444444,8,2.6667,1
2,0,24,55,0,2,23,2,0.64,291,1.0,1,0.791666667,0.333333333,1,3,46.66666667,5,2.3333,0
2,0,7,12,1,0,7,2,1.0,125,1.0,0,0.833333333,1.0,0,0,58.5,1,0.5,0
1,0,16,30,0,1,15,2,0.166666667,178,1.0,3,0.0,0.5,0,0,57.33333333,9,3.6667,1
2,0,10,17,21,4,10,7,2.0,71,0.0,0,0.25,0.333333333,0,0,9.142857143,1,0.8571,0
1,0,11,55,37,1,10,5,0.555555556,447,1.0,2,0.0,0.357142857,0,0,43.5,9,2.6,0
1,0,7,6,15,5,2,6,2.0,6,0.0,0,0.0,0.416666667,0,0,0.0,1,1.0,0
1,0,6,29,26,1,5,3,0.6875,200,1.0,2,0.0,0.291666667,0,0,20.77777778,3,1.6667,0
3,0,3,4,1,2,1,3,1.0,15,1.0,0,0.964912281,0.666666667,0,0,3.333333333,1,0.6667,0
2,0,8,20,15,0,8,6,2.0,83,0.0,0,0.285714286,0.833333333,0,0,12.83333333,2,1.1667,0
1,0,4,30,24,3,1,16,0.758928571,331,1.0,1,0.0,0.317647059,1,1,18.05882353,22,2.5882,0
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,13,15,10,12,1,4,2.0,89,0.0,0,0.0,0.266666667,0,0,16.8,3,1.2,0
1,0,31,139,115,0,31,16,0.833333333,823,1.0,8,0.0,0.136842105,0,0,41.84210526,13,2.3158,0
1,0,0,2,0,0,0,0,2.0,13,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
1,0,6,7,21,4,2,7,2.0,7,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
1,0,49,25,88,47,2,15,0.854166667,163,1.0,2,0.0,0.205882353,1,1,8.235294118,7,1.2941,0
1,0,9,9,14,8,1,7,0.857142857,46,1.0,1,0.0,0.458333333,0,0,4.25,1,0.75,0
1,0,9,21,0,9,0,10,0.666666667,140,1.0,0,0.0,0.34,0,0,12.6,2,0.8,0
2,0,14,28,0,2,12,2,0.5,155,1.0,0,0.9,625.0,1,1,49.33333333,2,0.6667,0
1,0,3,8,0,2,1,4,0.5,30,1.0,0,0.0,0.5,0,0,6.0,1,0.75,0
2,0,11,17,21,4,11,7,2.0,80,0.0,0,0.25,0.30952381,0,0,10.42857143,1,0.8571,0
1,0,9,11,55,7,2,11,2.0,11,0.0,0,0.0,0.311688312,0,0,0.0,1,1.0,1
1,0,7,33,11,1,6,3,1.085714286,169,1.0,0,0.0,0.6,0,0,26.0,5,1.6667,0
2,0,20,52,18,1,19,2,0.785714286,360,1.0,0,0.730769231,325.0,1,3,43.5,6,2.5,0
1,0,2,15,37,1,1,11,0.85,109,1.0,1,0.0,0.242424242,1,1,8.545454545,7,1.5455,0
1,0,5,2,1,3,2,2,2.0,2,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,0
1,0,3,7,6,3,0,4,2.0,17,0.0,0,0.0,1.0,0,0,3.25,1,0.75,0
1,0,6,19,17,6,0,8,0.822222222,128,0.8,0,0.0,0.311111111,1,1,11.3,5,1.3,0
1,0,5,36,10,0,5,2,2.0,163,0.0,0,0.0,0.266666667,0,0,31.6,3,1.2,0
1,0,8,23,61,8,1,13,0.788461538,154,1.0,1,0.0,0.314285714,1,1,9.714285714,7,1.5,0
1,0,11,38,0,1,10,2,0.5,237,1.0,2,0.0,0.366666667,0,0,45.6,4,2.2,0
5,0,9,6,3,8,1,2,1.5,16,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
1,0,6,12,0,4,2,4,0.0,44,1.0,0,0.0,0.5,0,0,9.75,2,1.0,0
1,0,8,16,6,8,0,8,0.708333333,104,1.0,0,0.0,0.311111111,1,1,10.22222222,5,1.2222,0
1,0,5,15,0,1,4,7,0.166666667,52,1.0,0,0.0,0.514285714,0,0,6.285714286,1,0.8571,0
1,0,34,147,406,0,34,34,0.888888889,736,1.0,8,0.0,0.111111111,0,0,18.64864865,6,1.3784,1
1,0,5,34,36,4,1,7,0.727272727,342,1.0,0,0.0,0.464285714,0,0,27.16666667,4,1.8333,0
2,0,18,41,7,1,17,2,0.666666667,216,1.0,0,0.791666667,0.366666667,1,3,34.5,5,2.3333,0
1,0,13,33,13,0,13,4,1.0,226,1.0,1,0.0,425.0,0,0,18.63636364,1,0.8182,0
2,0,3,8,6,0,3,4,2.0,22,0.0,0,0.4,1.0,0,0,4.5,1,0.75,0
1,0,2,7,3,2,0,5,0.8,35,1.0,0,0.0,0.555555556,0,0,4.333333333,1,0.6667,0
1,0,8,21,0,1,7,2,1.0,168,1.0,1,0.0,0.4,0,0,39.0,3,1.5,0
1,0,18,51,18,13,7,7,0.727272727,255,1.0,0,0.0,0.327272727,0,0,19.91666667,5,1.5833,0
1,0,7,19,4,4,3,9,0.5,97,1.0,0,0.0,0.722222222,0,0,9.444444444,2,1.0,0
1,0,36,16,40,36,0,10,0.818181818,119,1.0,0,0.0,0.3,1,1,8.583333333,7,1.4167,0
1,0,5,31,0,4,1,4,0.85,190,1.0,0,0.0,0.6,0,0,36.0,5,2.8,0
2,0,5,9,6,0,5,4,2.0,38,0.0,0,0.4,0.4,0,0,8.5,1,0.75,0
1,0,5,3,3,5,1,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,0
3,0,3,19,1,0,3,2,2.0,91,1.0,0,0.961538462,1.0,1,2,44.0,5,2.5,0
1,0,26,62,457,24,6,28,0.844594595,454,1.0,2,0.0,0.15,1,1,10.73684211,7,1.4737,0
2,0,12,25,66,6,12,12,2.0,110,0.0,0,0.153846154,0.297619048,0,0,8.166666667,1,0.9167,1
1,0,2,13,3,2,0,1,2.0,90,0.0,0,0.0,0.444444444,0,0,29.0,6,2.6667,0
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,0,2,14,11,1,1,4,0.666666667,81,0.666666667,2,0.764705882,0.4,1,1,12.0,3,1.0,0
1,0,4,5,0,4,0,3,0.833333333,22,1.0,0,0.0,0.75,0,0,4.0,1,0.5,0
1,0,7,6,15,5,2,6,2.0,6,0.0,0,0.0,0.361111111,0,0,0.0,1,1.0,0
1,0,9,6,15,7,2,6,2.0,6,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,0
1,0,5,20,0,0,5,3,0.5,94,1.0,0,0.0,0.666666667,0,0,29.66666667,1,0.6667,0
2,0,8,12,1,0,8,2,1.0,59,1.0,0,0.833333333,1.0,0,0,25.0,1,0.5,0
1,1,10,43,8,1,9,2,0.704545455,219,1.0,1,0.0,0.218181818,0,0,16.91666667,4,1.6667,0
2,0,4,13,3,1,4,1,1.5,39,0.0,0,0.818181818,0.4,1,1,11.0,1,0.6667,1
1,0,17,32,53,16,2,14,875.0,211,1.0,0,0.0,0.266666667,1,1,12.53333333,7,1.4667,0
1,0,21,43,20,0,21,8,0.854166667,252,1.0,5,0.0,0.204545455,0,0,26.33333333,5,1.5556,0
1,0,3,13,4,3,0,9,625.0,90,1.0,0,0.0,0.722222222,0,0,8.666666667,1,0.7778,0
1,0,8,5,10,7,1,5,2.0,5,0.0,0,0.0,0.44,0,0,0.0,1,1.0,0
1,0,0,2,0,0,0,1,2.0,11,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
2,0,4,14,11,3,1,4,875.0,141,0.25,7,0.764705882,0.4,1,1,21.16666667,3,1.0,0
2,0,4,10,1,0,4,2,2.0,30,0.0,0,0.666666667,0.75,0,0,14.0,2,1.0,0
4,0,13,53,325,0,13,26,1.04,204,1.0,0,0.609375,0.25,0,0,6.807692308,1,0.9615,0
1,0,5,14,0,1,4,3,0.25,63,1.0,1,0.0,0.555555556,0,0,19.33333333,3,1.3333,0
1,0,3,14,0,3,0,9,0.694444444,164,1.0,0,0.0,0.5,1,1,15.0,13,2.3,0
1,0,25,60,492,23,6,25,0.840277778,441,1.0,2,0.0,0.148648649,1,1,10.7027027,7,1.4865,0
1,0,18,49,51,1,17,4,1.076923077,350,1.0,1,0.0,0.4,0,0,28.45454545,3,1.4545,1
2,0,10,14,11,9,1,4,0.857142857,129,0.285714286,6,0.764705882,0.4,1,1,19.33333333,3,1.0,0
2,0,8,12,1,0,8,2,1.0,56,1.0,0,0.833333333,1.0,0,0,24.0,1,0.5,0
1,0,17,60,10,1,16,2,0.732142857,495,1.0,3,0.0,0.2875,0,0,59875.0,3,1.25,1
1,0,15,42,16,0,15,10,0.757575758,354,1.0,5,0.0,0.242424242,0,0,28.0,4,1.5,0
1,0,5,18,21,2,3,10,0.666666667,174,1.0,0,0.0,0.533333333,0,0,16.0,19,2.7,0
1,0,12,11,55,7,5,11,2.0,11,0.0,0,0.0,0.337662338,0,0,0.0,1,1.0,1
1,0,5,41,0,2,4,14,775.0,254,0.75,1,0.0,0.257142857,0,0,14375.0,3,1.5625,0
1,0,0,8,0,0,0,4,0.333333333,23,1.0,0,0.0,625.0,0,0,4.5,1,0.75,0
1,0,8,12,66,3,5,12,2.0,12,0.0,0,0.0,0.347222222,0,0,0.0,1,1.0,0
1,0,12,52,21,1,12,2,2.0,337,0.0,0,0.0,0.404761905,0,0,47.14285714,5,2.7143,0
1,0,14,46,260,10,4,28,0.89010989,443,1.0,3,0.0,0.183908046,1,1,13.82758621,8,1.4138,1
2,0,7,17,21,1,7,7,2.0,73,0.0,0,0.25,0.428571429,0,0,9.428571429,2,1.0,0
1,0,4,13,15,2,2,5,2.0,84,0.0,0,0.0,0.5,0,0,13.0,1,0.8333,0
1,0,0,10,1,0,0,2,2.0,45,0.0,0,0.0,0.5,0,0,21.5,4,2.0,0
1,6,39,76,182,8,31,4,0.95625,495,1.0,4,0.0,0.111111111,0,0,21.80952381,2,1.0952,0
1,0,26,72,177,0,26,23,0.909090909,380,1.0,10,0.0,125.0,0,0,15.08695652,4,1.2609,0
1,0,7,54,31,0,7,6,775.0,297,1.0,0,0.0,225.0,0,0,25.63636364,7,1.6364,0
2,0,2,14,11,1,1,4,0.833333333,117,0.333333333,5,0.764705882,0.4,1,1,17.5,3,1.0,0
1,0,5,4,6,5,0,4,2.0,4,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
1,0,15,47,60,1,14,10,0.763888889,312,1.0,6,0.0,0.185897436,0,0,22.53846154,7,1.8462,0
1,0,3,21,63,3,1,15,0.828571429,152,1.0,1,0.0,0.238095238,1,1,8.8,7,1.4,0
3,0,8,31,10,0,8,3,1.25,135,1.0,0,0.862068966,0.4,2,2,25.8,1,0.8,0
1,0,2,12,31,2,0,10,0.86,64,1.0,0,0.0,0.681818182,0,0,4.363636364,1,0.8182,0
1,0,3,9,1,0,3,1,1.0,26,0.0,1,0.0,1.0,0,0,11.5,0,0.0,0
4,0,15,43,0,1,14,2,0.666666667,402,1.0,0,0.996168582,0.555555556,2,3,198.5,17,8.5,0
4,2,11,8,8,11,0,4,1.0,26,1.0,0,0.894736842,0.6,0,0,3.8,1,0.4,0
5,0,22,6,3,21,1,2,1.5,16,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
1,0,16,53,8,1,15,2,1.230769231,361,1.0,0,0.0,0.52,0,0,66.0,8,3.2,1
1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,875.0,0,0,0.0,1,1.0,0
1,0,1,14,21,0,1,10,0.740740741,109,1.0,1,0.0,0.32,1,1,9.6,7,1.5,0
2,0,9,8,6,8,1,3,875.0,79,0.333333333,5,0.8125,0.416666667,1,1,13.6,1,0.6,0
1,0,14,49,53,0,14,11,0.775510204,360,1.0,6,0.0,0.221428571,0,0,22.53333333,4,1.4667,0
2,0,11,9,9,11,0,4,0.857142857,91,0.428571429,5,0.764705882,0.4,1,1,13.0,1,0.6667,0
1,0,18,17,16,16,2,9,525.0,112,1.0,1,0.0,0.472222222,0,0,10.88888889,2,0.7778,0
1,0,4,14,0,1,3,2,0.0,78,1.0,0,0.0,0.666666667,0,0,37.5,3,1.5,0
1,0,8,5,10,3,5,5,2.0,5,0.0,0,0.0,0.433333333,0,0,0.0,1,1.0,0
2,0,6,33,51,1,5,12,0.836734694,183,1.0,0,0.416666667,0.346666667,2,2,10.73333333,3,1.3333,0
1,0,11,20,4,4,7,2,0.666666667,111,1.0,0,0.0,0.5,0,0,26.5,3,1.25,0
1,0,4,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,21,36,3,14,7,2,0.533333333,187,1.0,0,0.0,0.333333333,0,0,29.66666667,4,1.3333,0
1,2,13,43,27,2,11,8,0.78,220,1.0,1,0.0,0.283333333,0,0,18.54545455,4,1.1818,0
1,0,3,18,26,3,0,13,0.75,134,1.0,0,0.0,0.512820513,0,0,8.923076923,1,0.8462,0
1,0,11,37,21,0,11,7,0.8,190,1.0,4,0.0,0.24691358,0,0,17.5,3,1.1,0
1,0,21,92,107,0,21,11,0.855555556,765,1.0,5,0.0,0.20242915,0,0,39.0,9,2.6316,0
1,14,16,5,1,14,2,3,0.5,17,1.0,0,0.0,0.666666667,0,0,4.333333333,1,0.6667,0
1,0,18,39,143,16,3,23,0.850649351,309,1.0,2,0.0,0.236024845,1,1,12.13043478,7,1.3478,0
2,0,7,6,1,6,1,2,2.0,16,0.0,0,0.923076923,1.0,0,0,7.0,1,0.5,0
2,0,6,15,2,0,6,4,0.777777778,57,1.0,1,625.0,0.4375,0,0,12.5,1,0.75,0
1,0,10,25,300,2,8,25,2.0,25,0.0,0,0.0,255.0,0,0,0.0,1,1.0,0
1,0,1,3,3,1,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,10,55,0,4,7,9,0.652777778,298,1.0,1,0.0,0.3,0,0,21.46153846,6,1.9231,0
1,0,23,58,263,22,1,24,0.85440613,724,1.0,0,0.0,0.305555556,0,0,22.83333333,7,1.4,0
1,0,9,6,15,6,3,6,2.0,6,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,0
1,0,4,14,0,1,3,2,0.0,78,1.0,0,0.0,0.666666667,0,0,37.5,3,1.5,0
1,0,20,17,16,18,2,9,525.0,112,1.0,1,0.0,0.472222222,0,0,10.88888889,2,0.7778,0
2,0,12,9,9,12,0,4,0.857142857,91,0.428571429,5,0.764705882,0.4,1,1,13.0,1,0.6667,0
1,0,14,50,51,0,14,11,0.755102041,361,1.0,6,0.0,0.221428571,0,0,22.6,5,1.5333,0
2,0,8,8,6,7,1,3,875.0,79,0.333333333,5,0.8125,0.416666667,1,1,13.6,1,0.6,0
1,0,6,22,42,3,3,12,0.727272727,204,1.0,0,0.0,0.5,0,0,15.66666667,19,2.3333,0
1,0,1,14,21,0,1,10,0.740740741,109,1.0,1,0.0,0.32,1,1,9.6,7,1.5,1
1,0,22,35,3,15,7,2,0.533333333,186,1.0,0,0.0,0.333333333,0,0,29.5,4,1.3333,0
1,6,17,43,27,6,11,8,0.78,220,1.0,1,0.0,0.283333333,0,0,18.54545455,4,1.1818,0
1,0,3,18,26,3,0,13,0.75,134,1.0,0,0.0,0.512820513,0,0,8.923076923,1,0.8462,0
1,0,10,28,378,2,8,28,2.0,28,0.0,0,0.0,0.267857143,0,0,0.0,1,1.0,0
1,0,8,5,10,3,5,5,2.0,5,0.0,0,0.0,0.433333333,0,0,0.0,1,1.0,0
2,0,6,33,51,1,5,12,0.836734694,183,1.0,0,0.391304348,0.346666667,2,2,10.73333333,3,1.3333,0
1,0,11,20,4,4,7,2,0.666666667,111,1.0,0,0.0,0.5,0,0,26.5,3,1.25,0
1,0,8,21,0,1,7,2,1.0,168,1.0,1,0.0,0.4,0,0,39.0,3,1.5,0
1,0,2,7,3,2,0,5,0.8,35,1.0,0,0.0,0.555555556,0,0,4.333333333,1,0.6667,0
2,0,3,8,6,0,3,4,2.0,22,0.0,0,0.4,1.0,0,0,4.5,1,0.75,0
1,0,13,33,13,0,13,4,1.0,226,1.0,1,0.0,425.0,0,0,18.63636364,1,0.8182,0
2,0,18,41,7,1,17,2,0.666666667,216,1.0,0,0.791666667,0.366666667,1,3,34.5,5,2.3333,0
1,0,5,34,36,4,1,7,0.727272727,342,1.0,0,0.0,0.464285714,0,0,27.16666667,4,1.8333,0
1,0,37,143,484,0,37,37,0.891737892,814,1.0,8,0.0,0.115384615,0,0,19125.0,6,1.45,0
2,0,11,17,21,4,11,7,2.0,80,0.0,0,0.25,0.30952381,0,0,10.42857143,1,0.8571,0
1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,875.0,0,0,0.0,1,1.0,0
1,0,4,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,1,3,3,1,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,0,11,36,25,3,8,7,0.388888889,284,1.0,2,0.0,475.0,0,0,27.0,6,2.0,0
1,0,23,58,263,22,1,24,0.85440613,724,1.0,0,0.0,0.305555556,0,0,22.83333333,7,1.4,0
5,0,24,6,3,23,1,2,1.5,16,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
2,0,7,17,21,1,7,7,2.0,73,0.0,0,0.25,0.428571429,0,0,9.428571429,2,1.0,0
1,0,3,22,3,1,2,3,2.0,66,0.0,0,0.0,0.333333333,0,0,21.0,2,1.3333,0
1,0,14,48,309,10,4,30,0.897619048,465,1.0,3,0.0,0.167741935,1,1,13.5483871,8,1.3871,0
1,0,8,13,78,3,5,13,2.0,13,0.0,0,0.0,0.384615385,0,0,0.0,1,1.0,0
1,0,0,8,0,0,0,4,0.333333333,23,1.0,0,0.0,625.0,0,0,4.5,1,0.75,0
1,0,9,31,8,1,8,2,1.1875,151,1.0,1,0.0,0.45,0,0,27.6,3,1.2,0
1,0,5,41,0,2,4,14,775.0,254,0.75,1,0.0,0.257142857,0,0,14375.0,3,1.5625,0
1,0,16,13,78,9,7,13,2.0,13,0.0,0,0.0,0.299145299,0,0,0.0,1,1.0,0
1,0,11,38,13,2,9,3,1.142857143,189,0.714285714,0,0.0,0.2,0,0,29.33333333,5,1.6667,0
1,0,4,9,11,4,0,7,0.777777778,39,1.0,0,0.0,0.357142857,0,0,4.142857143,1,0.8571,0
1,0,9,23,0,9,0,12,0.727272727,157,1.0,0,0.0,0.333333333,0,0,11.66666667,2,0.8333,0
2,0,5,12,6,2,5,1,1.333333333,37,0.0,0,0.75,0.35,1,1,8.0,1,0.75,0
1,0,9,6,15,6,3,6,2.0,6,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,0
2,0,6,15,2,0,6,4,0.777777778,57,1.0,1,625.0,0.4375,0,0,12.5,1,0.75,0
1,0,10,33,4,1,9,2,1.259259259,172,1.0,0,0.0,0.5,0,0,39.75,2,0.75,0
2,0,7,6,1,6,1,2,2.0,16,0.0,0,0.923076923,1.0,0,0,7.0,1,0.5,0
1,0,18,39,143,16,3,23,0.850649351,309,1.0,2,0.0,0.236024845,1,1,12.13043478,7,1.3478,1
1,15,17,5,1,15,2,3,0.5,17,1.0,0,0.0,0.666666667,0,0,4.333333333,1,0.6667,0
1,0,21,92,107,0,21,11,0.855555556,765,1.0,5,0.0,0.20242915,0,0,39.0,9,2.6316,0
1,0,11,37,21,0,11,7,0.8,190,1.0,4,0.0,0.24691358,0,0,17.5,3,1.1,0
1,0,12,40,8,1,11,2,1.1875,173,1.0,0,0.0,0.416666667,0,0,32.0,2,1.0,0
1,0,15,42,16,0,15,10,0.757575758,354,1.0,5,0.0,0.242424242,0,0,28.0,4,1.5,0
2,0,11,14,11,10,1,4,0.857142857,129,0.285714286,6,0.764705882,0.4,1,1,19.33333333,3,1.0,0
1,0,26,62,457,24,6,28,0.844594595,454,1.0,2,0.0,0.15,1,1,10.73684211,7,1.4737,1
1,1,9,41,9,1,8,2,0.7,214,1.0,1,0.0,0.23,0,0,18.09090909,4,1.7273,0
2,0,4,13,3,1,4,1,1.5,39,0.0,0,0.818181818,0.4,1,1,11.0,1,0.6667,0
1,0,17,32,53,16,2,14,875.0,211,1.0,0,0.0,0.266666667,1,1,12.53333333,7,1.4667,0
1,0,25,60,492,23,6,25,0.840277778,441,1.0,2,0.0,0.148648649,1,1,10.7027027,7,1.4865,1
1,0,3,14,0,3,0,9,0.694444444,164,1.0,0,0.0,0.5,1,1,15.0,13,2.3,0
4,0,13,59,406,0,13,29,1.035714286,229,1.0,0,0.582089552,0.262931034,0,0,6.862068966,1,0.9655,0
1,0,5,14,0,1,4,3,0.25,63,1.0,1,0.0,0.555555556,0,0,19.33333333,3,1.3333,0
2,0,4,9,1,2,4,1,2.0,30,0.0,0,0.9,625.0,1,1,13.0,1,0.5,0
