dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
1,0,2,5,3,0,2,3,2.0,13,0.0,0,0.0,0.5,0,0,3.650078838072144,1,0.6667,1
1,0,14,93,80,0,14,17,0.6661323205984025,825,1.0,2,0.0,0.1728983885125563,0,0,33.761442791561144,2,1.0477340373372481,1
1,0,3,5,2,0,2,2,2.0,15,0.0,0,0.21233978924806685,0.5566239437994844,0,0,4.987892022245806,1,0.8554389294724416,1
2,0,17,26,21,8,8,8,1.2319371545816895,133,0.6451727904094499,0,0.31047380839173133,0.33348300904746364,0,0,14.60925063321126,4,1.5251048886227585,1
1,0,14,21,22,11,2,9,0.8270881937463882,111,1.0,0,0.0,0.33363051979506503,1,1,11.46625617082425,6,1.784695626418315,1
1,0,25,99,147,0,25,14,0.9214822368406915,580,1.0,5,0.0,0.13913417657321722,0,0,27.29565010543008,7,1.4561713758004893,1
1,0,16,48,119,0,16,16,0.8960412656096619,320,1.0,4,0.0,0.1982699790690736,0,0,14.98709306652448,2,1.0156889122617847,1
1,0,3,3,4,2,1,3,2.0,3,0.0,0,0.0,0.9593264213217194,0,0,0.0,1,1.0,1
1,0,3,3,5,2,1,3,2.0,3,0.0,0,0.0,0.9115936787436442,0,0,0.0,1,1.0,1
1,0,3,6,14,2,1,5,2.0,11,0.0,0,0.31974970410961734,0.4911332092470396,0,0,3.2401303349774557,1,1.1705331755251294,1
1,0,3,12,0,2,1,4,0.22694704248117814,35,0.8865264787594109,0,0.0,0.5295508823298049,0,0,6.089839041980214,1,0.7848739796186295,1
2,0,6,55,125,0,5,16,0.8409196954007927,440,1.0,1,0.48336257344325606,0.29913388708446415,0,0,18.46393144607133,4,1.4166886657376663,1
1,0,3,3,5,2,1,3,2.0,3,0.0,0,0.0,0.9211467271559648,0,0,0.0,1,1.0,1
1,0,16,53,128,0,16,14,0.8938141887272387,346,1.0,4,0.0,0.17589216260423354,0,0,16.552336161193796,1,1.0043494438218323,1
1,0,2,5,3,0,2,3,2.0,12,0.0,0,0.0,0.5,0,0,3.0066826209658206,1,0.6667,1
2,0,3,7,1,1,2,2,2.0,27,0.0,0,0.9396298259888229,0.772847224974848,0,0,10.139722299295745,2,1.362916650150912,1
1,0,8,34,25,0,8,10,0.7863138710234914,233,1.0,2,0.0,0.2823193106222754,0,0,18.396982496449382,3,1.2140386017772944,1
1,0,16,49,123,0,16,16,0.8955322206105487,329,1.0,4,0.0,0.1953523530358302,0,0,15.248552952331952,2,1.00705993968634,1
3,0,18,32,29,3,15,8,1.7120806061860585,159,0.24185229090045168,0,0.6633792454621048,0.3218128557798784,0,0,17.00676693405555,2,1.1273905440569354,1
1,0,15,108,161,0,14,11,0.8930301855159194,717,1.0,2,0.048667355923929886,0.1554549280433831,0,0,31.24624774420076,5,1.2071891247806688,1
3,0,18,37,40,0,18,9,1.886772439250397,185,0.10278424204667325,0,0.7850637882091609,0.30422288765360794,0,0,17.96478464446742,1,0.9060341331491805,1
1,0,19,80,90,0,19,17,0.6921534459877374,767,1.0,3,0.0,0.17538715201424315,0,0,30.62646544464966,3,1.1290199677178772,1
2,0,16,26,52,8,7,12,1.3100817451167974,135,0.6331014572732679,0,0.32103622488589056,0.296391227682677,0,0,10.927620791107465,4,1.185318102295344,1
1,0,3,6,14,1,2,5,2.0,9,0.0,0,0.0,0.40557568434110436,0,0,1.2431092339582457,1,0.8870013706434681,1
1,0,10,26,21,4,6,8,0.8033258056387919,166,1.0,1,0.0,0.32491925864518867,0,0,16.20950542470783,5,1.6309535904797479,1
1,0,15,21,27,13,2,9,0.8371290069826357,111,1.0,0,0.0,0.32784564215558903,1,1,10.8753086674704,6,1.733072446086897,1
1,0,29,92,149,0,29,16,0.9282836919046502,519,1.0,6,0.0,0.1411556169544655,0,0,24.49155380047734,7,1.5654625999498066,1
1,0,7,16,102,5,2,15,1.0653910883405002,68,0.8870864242651173,2,0.0,0.2539435226921448,0,0,3.0752329377481025,1,0.9408313355015167,1
1,0,25,105,292,0,25,22,0.9043204287773746,844,1.0,6,0.0,0.15594368064460284,0,0,24.71318900607121,4,1.4538911611352163,1
2,0,8,62,78,0,7,19,0.6963071989777772,608,1.0,1,0.3356074515739318,0.2716669449295674,0,0,24.43620688284968,3,1.2631659148694667,1
1,0,14,21,63,13,1,14,0.91025641,112,1.0,1,0.0,0.285714286,1,1,6.571428571,6,1.3571,1
1,0,14,19,12,10,3,7,1.001938945749955,102,0.8383712859053862,0,0.1534103048430939,0.4296152543627636,0,0,12.580814357047307,6,1.6931676966435596,1
1,0,7,43,36,0,7,13,0.7760787594492322,296,1.0,2,0.05302849238851198,0.24858885904245098,0,0,18.637587227913315,1,0.9177037277739228,1
1,0,16,48,119,0,16,16,0.8959996503080794,321,1.0,4,0.0,0.19803145813774123,0,0,15.00846786053793,2,1.0149834789568697,1
1,0,6,30,1,0,6,9,0.5027591154849889,156,1.0,1,0.0,0.35518086130212323,0,0,14.434948796143193,1,0.8064379361316408,1
1,0,15,51,141,0,15,15,0.8798188867319862,377,1.0,3,0.0,0.1834549821288904,0,0,17.081129105650906,1,0.9427297619648671,1
1,0,4,6,11,0,3,5,1.3364982308919442,19,0.6635017691080558,0,0.0,0.3855786471994169,0,0,3.483384287817293,2,1.165875442277014,1
1,0,2,3,3,1,1,3,2.0,3,0.0,0,0.0,0.9974692080768907,0,0,0.013497556924937025,1,0.9983129741040553,1
1,0,5,29,10,0,5,9,0.5659725338736384,148,1.0,1,0.0,0.3443245174627766,0,0,13.141102683119808,1,0.8895861654446885,1
1,0,4,6,12,0,3,5,1.4512662106334138,17,0.5487337893665861,0,0.0,0.38066001947981565,0,0,2.880852394174577,2,1.1371834473416464,1
1,0,3,10,0,2,1,4,0.6162096046146135,32,0.6918951976926933,0,0.28884825216310006,0.600089373602618,0,0,7.355124887152652,1,1.0156733616151148,1
2,0,18,39,55,0,18,11,1.6165990345583328,210,0.34803874049739947,1,0.5704661020647754,0.2789493848555203,0,0,16.820263653332397,1,0.9469180580409166,1
1,0,22,82,219,0,22,18,0.8976229769711169,584,1.0,5,0.0,0.16449690640322176,0,0,19.707073101579958,3,1.3370848494385084,1
1,0,8,28,4,3,5,8,0.5890873840056774,143,1.0,0,0.0,0.3521576716796547,0,0,13.853140520560318,2,1.1094073370513988,1
1,0,16,47,110,0,16,16,0.8969513424378468,303,1.0,4,0.0,0.20348614630534834,0,0,14.519651909086983,2,1.0311158941703302,1
1,0,14,47,36,0,14,10,0.7685908608181286,201,1.0,3,0.0,0.23245541509871578,0,0,15.168006498518064,3,1.038673586791251,1
1,0,9,16,57,8,1,14,0.8624043969279719,92,1.0,1,0.0,0.3283709376143883,0,0,5.185087390173168,2,0.9838542974409878,1
1,0,9,17,125,5,3,16,1.3155653382254133,55,0.6496328990472147,1,0.0,0.27391977184634847,0,0,2.2520607169135554,1,0.9566694856335508,1
1,0,3,5,5,0,2,3,2.0,12,0.0,0,0.0,0.4784604871919145,0,0,3.1138191720950603,1,0.7169538372822905,1
1,0,3,5,4,0,3,3,1.3423871076996567,21,0.6576128923003434,0,0.0,0.4342387107699657,0,0,4.707887079589673,2,1.0502856000787903,1
1,0,11,21,35,9,2,10,0.8530092067836492,111,1.0,0,0.0,0.3186964815669169,1,1,9.940686719589571,6,1.6514270256674408,1
1,0,3,6,1,1,1,2,1.9063252321719075,21,0.09367476782809248,0,0.8496799051611633,0.7172138312601677,0,0,9.101882236730606,3,1.4765813080429768,1
1,0,16,48,117,0,16,16,0.8961570571595001,318,1.0,4,0.0,0.19893364621210785,0,0,14.927619256839895,2,1.0176517291242666,1
1,0,3,5,1,2,1,2,2.0,16,0.0,0,0.6888727802983824,0.8163005919204314,0,0,6.980577507023608,2,1.3673988161591373,1
1,0,3,11,0,2,1,4,0.48797928675816715,31,0.7560103566209164,0,0.0,0.5252003449686937,0,0,5.489105331466085,1,0.7674761805375682,1
1,0,16,21,14,12,3,8,0.8416541019485222,112,0.9730105547524456,0,0.023615764591610078,0.34296905540871464,0,0,12.66043725774051,6,1.8483857080413866,1
2,0,6,12,3,1,5,4,1.2138045506664792,48,0.3930977246667604,0,0.5760428373781282,0.7406916106078243,0,0,10.405555017199381,1,0.769654886233338,1
1,0,19,80,94,0,19,17,0.6942960294204394,774,1.0,3,0.0,0.17504247723609484,0,0,30.709699804093486,3,1.132224578678201,1
2,0,19,48,46,0,19,10,1.3045787360761805,205,0.6311386259972629,2,0.32275370225239497,0.22535855659137155,0,0,16.610366385322457,2,1.056088622026675,1
1,0,8,39,26,0,8,12,0.7755442673999159,262,1.0,2,0.0,0.2567486249815844,0,0,18.551987860726125,1,0.9890158129530742,1
2,0,17,74,130,0,17,16,0.8839290812447133,475,1.0,3,0.26274211698752414,0.22443873757343177,0,0,21.752376179927424,6,1.516371945617714,1
2,0,6,12,3,1,5,4,1.1538077692527182,48,0.4230961153736409,0,0.5475697885827835,0.7304421604396406,0,0,10.207565638533971,1,0.7711548057686821,1
1,0,24,82,93,0,24,16,0.8011277908816464,591,1.0,5,0.0,0.15888426516378945,0,0,27.256781532082076,5,1.3385513654163943,1
1,0,13,21,63,12,1,14,0.91025641,112,1.0,1,0.0,0.285714286,1,1,6.571428571,6,1.3571,1
2,0,12,66,127,0,11,16,0.8630710012913476,461,1.0,2,0.37764542408372836,0.26185169837078104,0,0,20.35513093146777,5,1.4890269568614687,1
1,0,16,78,66,0,16,21,0.5721159105572134,827,1.0,3,0.0,0.19229650378180602,0,0,30.8761034365972,1,1.0683320390775042,1
1,0,5,20,63,4,1,14,0.9111359710526291,111,1.0,1,0.0,0.2847107699072966,0,0,6.495933284764679,5,1.3467948934263498,1
1,0,11,24,41,9,2,12,0.7648091468733323,127,1.0,1,0.0,0.31047495110402756,0,0,9.346874026050113,4,1.159592616049883,1
1,0,3,6,1,1,1,2,1.822889320592951,21,0.17711067940704894,0,0.7714587380558916,0.6880112622075328,0,0,8.747279612520042,3,1.4557223301482378,1
1,0,2,5,1,1,1,2,2.0,20,0.0,0,0.8816799228308572,0.7351146460882285,0,0,9.093133659764762,2,1.4503841383412834,1
1,0,18,55,58,0,18,11,0.8978790698811262,231,1.0,4,0.0,0.17325170991635316,0,0,15.601408941827078,3,1.144521215408321,1
1,0,4,6,6,0,4,4,1.0851356097795515,28,0.9148643902204485,0,0.08080668043698136,0.44043941464528696,0,0,5.909800975791524,2,1.2074321951102243,1
1,0,13,44,71,0,13,15,0.8505841908789644,278,1.0,3,0.0,0.2228670743018249,0,0,15.578629232537189,2,0.9821234979992943,1
1,0,13,74,3,0,13,22,0.4514728027853796,896,1.0,2,0.0,0.20387114596112402,0,0,34.69738208305282,1,0.9281657305122007,1
1,0,6,30,1,0,5,8,0.5221871116141238,152,1.0,0,0.0,0.3547093167764689,0,0,14.263805268916679,1,0.8770575452181952,1
1,0,3,10,0,2,1,3,0.8563682966346287,30,0.5718158516826857,0,0.4014226390474822,0.6261065652781461,0,0,7.727370859783674,1,1.09972890382212,1
3,0,19,36,34,0,19,9,1.9632585506079923,176,0.033345180956330434,0,0.8458229666632109,0.3100885393428912,0,0,18.3475439143435,1,0.897733138435332,1
1,0,2,5,4,0,2,3,2.0,11,0.0,0,0.0,0.4940941521371629,0,0,2.569653272559214,1,0.678825461636152,1
1,0,7,44,41,0,7,13,0.7791532076938404,304,1.0,2,0.07683596650033192,0.2516555073871649,0,0,18.635221267843093,1,0.944912151303799,1
1,0,10,68,36,0,10,21,0.5599538734822008,766,1.0,1,0.15391646638940584,0.23532874810121185,0,0,30.11191727304696,2,1.0773829328111935,1
2,0,9,54,134,0,9,16,0.8581357293013994,423,1.0,2,0.32142618748942153,0.25817322532351916,0,0,17.94157763704248,3,1.2611424304689733,1
2,0,7,55,127,0,6,16,0.845007475456067,436,1.0,1,0.4449123512523034,0.28940817574096295,0,0,18.3399036069841,4,1.3797557227686137,1
1,0,10,32,11,0,10,9,0.9753830077344166,162,0.6830779948437223,0,0.27730675451174297,0.3426439186707274,0,0,15.681773441667959,1,0.8281743662583931,1
1,0,7,29,11,2,5,9,0.5695354857764757,148,1.0,1,0.0,0.343717967315655,0,0,13.073113925870523,1,0.8944244091788222,1
1,0,11,18,59,10,1,14,0.8818462345620172,100,1.0,1,0.0,0.311039928081923,0,0,5.748345201343107,3,1.135500631229175,1
1,0,16,46,98,0,16,17,0.8944589597418615,287,1.0,3,0.03337364079700411,0.2179785194106087,0,0,14.085073235480765,3,1.0810678605872646,1
1,0,2,3,3,1,1,3,2.0,5,0.0,0,0.0,0.8480148983374864,0,0,0.8105872089680621,1,0.8986867312317685,1
1,0,22,70,147,0,22,16,0.9092112702220857,439,1.0,5,0.0,0.16054087198370925,0,0,20.362590736640445,4,1.221756676939013,1
1,0,16,46,102,0,16,16,0.8978041085906288,287,1.0,4,0.0,0.20837383350777552,0,0,14.081647132858471,2,1.0455713858428568,1
2,0,16,26,51,8,7,12,1.3297998169009029,136,0.6150072266991697,0,0.3368686766382265,0.29691777936423125,0,0,11.142453877851079,4,1.1768463835405512,1
1,0,3,5,2,0,2,2,2.0,14,0.0,0,0.009324515527253219,0.5024865374739342,0,0,3.724685874721815,1,0.6749881267081174,1
1,0,6,21,56,5,1,13,0.8961453829267854,111,1.0,0,0.0,0.29384416184423856,1,1,7.401926661390857,6,1.4296495114909957,1
2,0,6,12,3,1,4,4,1.0366593047274735,47,0.48167034763626326,0,0.49197390713501704,0.7104292977303865,0,0,9.820975705600663,1,0.7740835173818131,1
1,0,4,7,25,2,2,7,2.0,7,0.0,0,0.0,0.3547540207977809,0,0,0.0,1,1.0,1
1,0,2,5,7,0,2,4,2.0,9,0.0,0,0.0,0.4629669453564247,0,0,1.9753829809248014,1,0.7531018197025237,1
1,0,5,8,31,2,3,8,2.0,8,0.0,0,0.0,0.3512405663857574,0,0,0.0,1,1.0,1
1,0,16,48,113,0,16,16,0.896584436177836,310,1.0,4,0.0,0.20138319812231464,0,0,14.708105324819563,2,1.0248963574674697,1
1,0,7,15,67,5,1,14,0.8822017223284944,82,1.0,1,0.0,0.30747864854184676,0,0,4.265777706510276,1,0.8844932257229453,1
1,0,2,5,3,0,2,3,1.7064081557355066,15,0.29359184426449336,0,0.0,0.47064081557355064,0,0,3.4251122645854104,1,0.837952122759479,1
1,0,10,34,30,0,10,9,0.8187108495266439,202,1.0,2,0.0,0.2877940670442088,0,0,17.692607383336103,4,1.4340008320266615,1
1,0,9,32,38,0,9,10,0.818684029628671,212,1.0,2,0.0,0.2952469796240496,0,0,17.360279234669903,4,1.4156143925954279,1
1,0,4,12,0,2,1,4,0.2658553628397926,40,0.8670723185801037,0,0.1261686467218608,0.5787502908627737,0,0,7.277322697371316,1,0.7933536159290052,1
1,0,8,29,25,0,8,9,0.9041113369322344,195,0.9132405525564713,1,0.07591451651308767,0.314814815,0,0,18.221207864545043,4,1.4469813016672597,1
1,0,2,5,1,1,1,2,2.0,16,0.0,0,0.47938349893212917,0.6278355997152345,0,0,6.160839725712627,2,1.0928016209708193,1
1,0,16,93,106,0,16,13,0.7830900924807405,712,1.0,3,0.0,0.1595245039373584,0,0,31.095320134091413,4,1.1364878311870663,1
1,0,3,3,2,2,1,2,2.0,6,0.0,0,0.1890982697186483,0.9495737947416938,0,0,1.916195799815636,1,1.1008524105166124,1
1,0,3,8,0,2,1,3,1.2999278615555303,26,0.35003606922223485,0,0.6093411851041548,0.6741588515518371,0,0,8.414888185411073,2,1.2549747515444356,1
1,0,10,45,64,0,10,13,0.8059117686992032,312,1.0,3,0.0,0.22241961953625797,0,0,18.12484718799928,1,0.8855025565973409,1
1,0,2,5,1,1,1,2,2.0,18,0.0,0,0.7460556275963447,0.6989481673590252,0,0,8.10458324121476,2,1.329834031441103,1
1,0,2,5,1,1,1,2,2.0,19,0.0,0,0.8343800079539684,0.7225013354543915,0,0,8.748369835790035,2,1.408341451336578,1
1,0,3,4,9,2,1,4,2.0,4,0.0,0,0.0,0.7827173991185847,0,0,0.0,1,1.0,1
1,0,3,8,0,2,1,3,1.248834094720112,27,0.375582952639944,0,0.5853909819000525,0.6686236934694845,0,0,8.335692846816174,2,1.2370919331520391,1
1,0,15,21,58,13,1,13,0.9007893648467857,111,1.0,0,0.0,0.2911685949817699,1,1,7.128607214382573,6,1.405773246643586,1
1,0,3,6,13,1,2,5,2.0,8,0.0,0,0.0,0.41738855120364937,0,0,1.1245862908174427,1,0.8594407709940248,1
3,0,7,11,5,0,7,3,2.0,54,0.0,0,0.9150378414605622,0.8615216473262217,0,0,12.628596504112313,1,0.7470060085927314,1
1,0,13,41,38,0,13,9,0.8456975831921714,209,1.0,2,0.0,0.24882193339052733,0,0,16.96079296784068,4,1.3388099661225423,1
1,0,27,92,184,0,27,17,0.916776224849909,567,1.0,6,0.0,0.14896472543573488,0,0,22.921226049328958,6,1.5191693892928095,1
1,0,8,32,25,0,8,10,0.7911833460222356,220,1.0,2,0.0,0.2938810930963786,0,0,18.32689683940955,3,1.3157826290067258,1
1,0,10,21,63,9,1,14,0.91025641,112,1.0,1,0.0,0.285714286,1,1,6.571428571,6,1.3571,1
1,0,2,4,3,0,1,3,2.0,10,0.0,0,0.0,0.5152501249695247,0,0,2.585332667152368,1,0.6768657333046851,1
1,0,5,21,63,4,1,14,0.91025641,112,1.0,1,0.0,0.285714286,1,1,6.571428571,6,1.3571,1
1,0,7,15,61,5,1,14,0.863942525995007,84,1.0,1,0.0,0.32539878537343014,0,0,4.4929587945518685,1,0.870617837277734,1
1,0,9,27,5,4,4,8,0.6114875796559578,139,1.0,0,0.0,0.3513033052121434,0,0,13.7156377813186,3,1.1872049395171076,1
2,0,7,54,119,0,6,17,0.8445693758283223,423,1.0,1,0.45630927771549823,0.2967245917523586,0,0,17.97935015829056,4,1.4038155615031631,1
1,0,22,72,146,0,22,16,0.9110912906493029,444,1.0,5,0.0,0.1587246588671019,0,0,20.747171371657174,4,1.2517145975756652,1
1,0,3,7,0,2,1,2,1.5399871061972217,24,0.23000644690138916,0,0.7218689560299476,0.7001652697613635,0,0,8.786980014605694,2,1.3389954871690275,1
1,0,3,6,17,2,1,6,2.0,6,0.0,0,0.0,0.495884946135945,0,0,0.0,1,1.0,1
1,0,24,100,148,0,24,14,0.9192493062128388,596,1.0,5,0.0,0.13918818235097577,0,0,27.812679065170556,6,1.429149807947725,1
1,0,7,16,88,5,1,14,0.9433413687553036,78,1.0,2,0.0,0.24796672039539336,0,0,3.7316502249156245,1,0.9694702556643588,1
1,0,9,10,53,2,6,10,2.0,10,0.0,0,0.0,0.3386691247511778,0,0,0.0,1,1.0,1
1,0,9,17,118,6,3,16,1.3868985019550055,55,0.531354631568148,0,0.0,0.3361622092991579,0,0,2.5049575486694535,1,0.9240694231489116,1
1,0,3,9,0,2,1,3,1.081270243220213,28,0.4593648783898935,0,0.5068454265094748,0.6504709428624015,0,0,8.07596887699133,2,1.1784445851270746,1
1,0,2,5,9,0,2,4,2.0,9,0.0,0,0.0,0.4482042715908052,0,0,1.6998130708743606,1,0.7875446138306477,1
1,0,10,43,46,0,10,14,0.8046101690060051,279,1.0,3,0.0,0.23354275255729867,0,0,17.310269741168995,1,0.9114708702560517,1
1,0,17,46,95,0,17,16,0.8983897436027208,275,1.0,4,0.0,0.2108304764903453,0,0,13.820294631528085,3,1.057971325796779,1
1,0,12,24,19,6,5,8,0.8049171464201544,152,1.0,0,0.0,0.3297540610936595,0,0,15.257088014683186,6,1.6936126306129482,1
1,0,12,53,143,0,12,16,0.8743600325751492,407,1.0,3,0.1688181563982758,0.21957210484828368,0,0,17.449314049342192,2,1.1145564450637995,1
1,0,8,16,82,6,2,15,1.0824774674522364,72,0.7951861947687037,0,0.0,0.339931231555214,0,0,3.7487349179681213,1,0.8863678927675522,1
2,0,8,55,131,0,7,16,0.8517856541577228,429,1.0,1,0.3811558688573251,0.2732814251341361,0,0,18.13424605057308,3,1.3185151266413124,1
1,0,10,17,130,6,3,17,1.4934945145028857,48,0.4389714207056361,0,0.0,0.3348424491703744,0,0,2.069436697486864,1,0.9372709839811646,1
1,0,14,21,63,13,1,14,0.91025641,112,1.0,1,0.0,0.285714286,1,1,6.571428571,6,1.3571,1
1,0,12,19,186,6,5,19,1.9707491422090335,21,0.02535074341545751,0,0.0,0.3289335824701206,0,0,0.11951064752277091,1,0.9963773787659311,1
1,0,7,29,24,0,7,9,0.7887945244033776,195,1.0,1,0.0,0.31633654626354607,0,0,18.058063975776115,4,1.4738538902745475,1
1,0,14,22,15,10,3,8,0.8079617158315353,125,1.0,0,0.0,0.339004054443343,0,0,13.434913313080425,6,1.8134925451920771,1
1,0,4,6,10,0,3,4,1.304025793906302,20,0.695974206093698,0,0.0,0.3869703230748691,0,0,3.653864581991914,2,1.1739935515234245,1
2,0,13,33,20,0,13,9,1.386570583378595,167,0.4089529444142699,0,0.5171661736375138,0.33147586098956916,0,0,16.79045697774208,1,0.8525440832415714,1
1,0,8,31,25,0,8,9,0.7946678670347522,211,1.0,2,0.0,0.3021545258552589,0,0,18.27674462696482,4,1.3885890816264532,1
1,0,9,30,26,0,9,9,0.9877244512053033,193,0.843562957328914,1,0.13688241233720028,0.314814815,0,0,18.23824016529099,4,1.4044013232236994,1
