LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
25,9,4,5,17,14,5,0.22,6,2.33,3,0.6,22,3,0.5,18,1,39.88,13.33,7090.32,0.18,98,0.08,393.91,531.77,0.6,4,7,19,0.08,45,53,27,16,66,55.0,23,N
11,11,1,2,12,14,6,0.38,4,3.5,2,0.33,16,6,1.0,14,0,42.25,11.54,5625.43,0.16,91,0.09,312.52,487.54,1.0,5,9,12,0.15,40,51,26,15,40,50.0,16,Y
6,7,2,2,7,12,4,0.14,6,2.0,2,0.5,17,1,0.0,26,0,27.15,19.13,9929.59,0.17,108,0.05,551.64,519.19,0.25,3,6,15,0.1,51,57,16,12,42,25.71,28,N
2,13,2,0,0,20,7,0.54,8,2.5,5,0.71,24,6,0.83,13,2,7.8,43.5,14758.99,0.11,74,0.02,819.94,339.29,0.86,6,10,19,0.44,29,45,6,18,16,0.0,13,N
7,5,1,2,2,8,3,0.25,4,2.0,2,0.67,9,1,0.0,10,0,17.16,15.82,4293.27,0.09,60,0.06,238.52,271.41,0.33,2,4,8,0.14,29,31,11,12,22,28.57,12,N
20,33,7,8,49,58,17,0.17,26,2.23,14,0.82,82,17,1.0,93,0,99.14,25.67,65333.37,0.85,395,0.04,3629.63,2544.96,1.0,16,29,67,0.1,172,223,67,20,171,38.0,101,N
24,13,2,6,7,22,7,0.23,10,2.2,3,0.43,29,3,0.33,24,1,46.55,19.92,18476.3,0.31,157,0.05,1026.46,927.38,0.43,6,11,24,0.11,74,83,39,21,62,35.14,30,N
1,5,2,0,0,8,3,0.5,4,2.0,2,0.67,11,1,0.0,6,1,17.3,4.2,305.12,0.02,21,0.24,16.95,72.65,0.33,2,4,10,0.38,7,14,5,6,8,0.0,6,N
15,5,3,3,21,8,3,0.17,4,2.0,2,0.67,13,1,0.0,15,3,38.86,14.28,7924.93,0.18,105,0.07,440.27,554.97,0.33,2,4,12,0.05,51,54,25,14,55,61.54,18,N
16,11,5,1,17,20,6,0.18,10,2.0,2,0.33,30,1,0.0,32,3,32.61,64.33,135012.09,0.7,363,0.02,7500.67,2098.63,0.17,5,10,26,0.09,193,170,33,22,67,36.0,33,N
19,9,4,2,5,16,5,0.11,8,2.0,5,1.0,23,1,0.0,45,0,71.31,24.66,43378.78,0.59,286,0.04,2409.93,1758.83,0.2,4,8,20,0.07,135,151,52,19,72,13.46,47,N
4,3,0,1,0,4,2,0.29,2,2.0,1,0.5,6,1,0.0,6,1,12.06,6.0,434.04,0.02,19,0.17,24.11,72.34,0.5,1,2,6,0.17,9,10,6,8,12,14.29,7,N
0,5,3,0,0,8,3,0.43,4,2.0,3,1.0,15,1,0.0,7,0,17.66,11.5,2336.0,0.07,47,0.09,129.78,203.13,0.33,2,4,14,0.38,23,24,10,10,8,0.0,7,N
3,5,5,1,1,8,3,0.13,4,2.0,3,1.0,12,3,1.0,22,4,35.61,11.67,4847.17,0.14,81,0.09,269.29,415.47,1.0,2,4,11,0.11,35,46,21,14,28,8.33,23,N
12,5,2,2,7,6,3,0.27,2,3.0,2,0.67,9,3,1.0,9,1,26.93,8.65,2013.44,0.08,47,0.12,111.86,232.85,1.0,2,3,8,0.1,21,26,17,14,31,50.0,11,N
5,15,5,0,3,28,8,0.21,14,2.0,8,1.0,42,1,0.0,39,3,39.25,24.9,24336.47,0.33,175,0.04,1352.03,977.37,0.13,7,14,36,0.17,83,92,30,18,48,7.14,39,N
14,19,6,5,12,24,11,0.28,10,2.4,9,0.82,37,3,0.2,34,2,37.31,23.86,21248.49,0.3,152,0.04,1180.47,890.41,0.27,7,12,28,0.17,63,89,33,25,66,33.33,39,N
38,589,4,0,4,1148,299,0.51,570,2.0,5,0.02,1260,15,0.05,591,0,675.88,137.36,12751451.28,30.95,9605,0.01,708413.98,92835.55,0.05,289,574,963,0.47,4015,5590,760,52,634,0.67,591,N
1,15,4,0,1,22,8,0.42,10,2.2,8,1.0,27,8,1.0,19,1,23.36,18.35,7869.25,0.14,85,0.05,437.18,428.77,1.0,6,11,21,0.36,39,46,17,16,22,5.0,19,N
48,39,4,2,77,76,20,0.14,38,2.0,5,0.25,95,4,0.16,144,3,94.07,30.36,86693.87,0.95,428,0.03,4816.33,2855.8,0.2,19,38,77,0.07,187,241,77,25,272,35.43,146,Y
1,3,1,0,0,4,2,0.33,2,2.0,2,1.0,7,1,0.0,6,3,11.15,9.17,936.71,0.03,25,0.11,52.04,102.19,0.5,1,2,7,0.25,10,15,6,11,8,0.0,6,N
3,13,5,0,0,24,7,0.41,12,2.0,6,0.86,32,6,0.83,17,1,27.29,21.05,12094.31,0.19,112,0.05,671.91,574.48,0.86,6,12,27,0.33,50,62,19,16,21,0.0,17,N
0,3,1,0,0,4,2,0.14,2,2.0,2,1.0,5,1,0.0,14,1,20.76,12.27,3126.53,0.08,58,0.08,173.7,254.75,0.5,1,2,5,0.13,27,31,11,10,15,0.0,14,N
1,3,2,1,0,4,2,0.12,2,2.0,2,1.0,8,1,0.0,16,2,31.55,14.0,6184.08,0.15,83,0.07,343.56,441.72,0.5,1,2,8,0.11,42,41,24,16,19,5.88,17,N
4,5,1,0,0,8,3,0.43,4,2.0,1,0.33,12,1,0.0,7,3,13.09,18.45,4456.41,0.08,52,0.05,247.58,241.48,0.33,2,4,11,0.25,29,23,11,14,12,0.0,7,N
14,9,1,3,10,14,5,0.33,6,2.33,2,0.4,17,3,0.5,12,0,22.72,18.75,7988.64,0.14,86,0.05,443.81,426.06,0.6,4,7,14,0.13,40,46,16,15,40,52.0,15,N
4,13,2,0,3,24,7,0.19,12,2.0,7,1.0,37,1,0.0,36,2,33.06,25.74,21902.71,0.28,161,0.04,1216.82,850.95,0.14,6,12,32,0.16,74,87,23,16,44,7.69,36,N
7,31,4,7,12,56,16,0.46,26,2.15,6,0.38,68,11,0.67,28,0,33.74,35.21,41834.57,0.4,198,0.03,2324.14,1188.0,0.69,15,28,54,0.29,85,113,35,29,55,40.43,35,N
4,5,0,2,1,8,3,0.33,4,2.0,1,0.33,9,3,1.0,7,2,14.31,8.57,1051.06,0.04,30,0.12,58.39,122.62,1.0,2,4,8,0.2,12,18,7,10,15,30.0,9,N
7,7,3,0,14,12,4,0.18,6,2.0,3,0.75,16,1,0.0,22,2,28.85,9.71,2717.65,0.09,56,0.1,150.98,280.0,0.25,3,6,14,0.09,22,34,17,15,44,38.89,22,N
15,9,3,5,37,16,5,0.21,8,2.0,4,0.8,19,4,0.75,19,3,33.28,15.94,8459.67,0.18,95,0.06,469.98,530.57,0.8,4,8,16,0.06,41,54,27,21,77,68.85,24,Y
1,3,4,0,0,4,2,0.13,2,2.0,1,0.5,10,1,0.0,15,2,42.25,11.18,5280.46,0.16,90,0.09,293.36,472.31,0.5,1,2,10,0.12,43,47,25,13,17,0.0,15,N
6,5,1,0,0,8,3,0.21,4,2.0,1,0.33,10,1,0.0,14,2,19.1,11.92,2711.63,0.08,49,0.08,150.65,227.55,0.33,2,4,9,0.14,22,27,12,13,21,0.0,14,N
7,7,4,0,3,4,5,0.14,2,2.0,5,1.0,16,1,0.0,37,1,48.33,13.68,9040.72,0.22,119,0.07,502.26,661.0,0.2,1,2,13,0.1,53,66,31,16,48,7.5,37,N
9,11,9,0,5,18,6,0.19,8,2.25,6,1.0,27,3,0.4,32,0,44.0,22.29,21860.16,0.33,160,0.04,1214.45,980.69,0.5,5,9,23,0.13,71,89,43,27,47,13.51,32,N
0,7,0,0,0,12,4,0.29,6,2.0,1,0.25,13,1,0.0,14,2,13.04,18.56,4494.57,0.08,57,0.05,249.7,242.13,0.25,3,6,11,0.27,27,30,8,11,15,0.0,14,N
1,3,4,0,19,4,2,0.08,2,2.0,1,0.5,15,1,0.0,24,2,53.7,16.1,13923.65,0.29,154,0.06,773.54,864.67,0.5,1,2,15,0.04,73,81,34,15,45,44.19,24,N
1,7,0,0,0,12,4,0.15,6,2.0,1,0.25,14,1,0.0,26,1,47.13,21.56,21902.46,0.34,185,0.05,1216.8,1015.99,0.25,3,6,12,0.14,59,126,26,19,28,0.0,26,N
16,13,3,0,10,24,7,0.17,12,2.0,4,0.57,29,1,0.0,41,2,59.59,22.8,30993.01,0.45,232,0.04,1721.83,1359.05,0.14,6,12,24,0.1,110,122,41,17,68,19.61,41,N
24,9,4,7,25,16,5,0.16,8,2.0,3,0.6,24,1,0.0,24,0,68.9,9.76,6567.21,0.22,118,0.1,364.84,672.65,0.2,4,8,21,0.06,53,65,38,14,81,57.14,31,N
19,11,4,4,21,20,6,0.19,10,2.0,4,0.67,25,5,0.8,27,0,25.75,23.98,14801.55,0.21,116,0.04,822.31,617.34,0.83,5,10,21,0.08,53,63,21,19,72,48.08,31,N
1,13,1,0,1,24,7,0.41,12,2.0,3,0.43,25,1,0.0,17,3,12.97,39.75,20489.85,0.17,111,0.03,1138.33,515.47,0.14,6,12,20,0.35,53,58,10,15,20,5.56,17,N
2,3,2,0,0,4,2,0.13,2,2.0,2,1.0,8,1,0.0,15,0,25.27,11.39,3280.22,0.1,62,0.09,182.23,287.92,0.5,1,2,8,0.11,29,33,14,11,18,0.0,15,N
1,15,3,3,0,28,8,0.22,14,2.0,4,0.5,36,1,0.0,34,3,23.86,46.0,50477.9,0.37,201,0.02,2804.33,1097.35,0.13,7,14,30,0.21,92,109,22,22,39,8.1,37,N
1,7,1,0,0,12,4,0.4,6,2.0,3,0.75,16,1,0.0,10,0,11.9,21.72,5615.72,0.09,55,0.05,311.98,258.51,0.25,3,6,14,0.33,23,32,9,17,12,0.0,10,N
1,11,2,0,0,18,6,0.33,8,2.25,2,0.33,21,6,1.0,18,4,22.75,20.0,9099.07,0.15,88,0.05,505.5,454.95,1.0,5,9,17,0.3,40,48,18,18,20,0.0,18,N
3,5,0,0,0,8,3,0.3,4,2.0,1,0.33,10,1,0.0,10,3,9.15,16.25,2416.01,0.05,35,0.06,134.22,148.68,0.33,2,4,9,0.21,15,20,6,13,14,0.0,10,N
7,3,5,1,8,4,2,0.17,2,2.0,2,1.0,9,1,0.0,11,1,41.64,7.11,2105.8,0.1,63,0.14,116.99,296.13,0.5,1,2,9,0.07,32,31,18,8,28,45.0,12,N
37,48,0,1,48,80,27,0.23,40,2.0,1,0.04,93,13,0.46,116,4,111.77,28.44,90416.52,1.06,485,0.04,5023.14,3178.98,0.48,20,40,68,0.13,157,328,69,25,203,29.7,117,N
17,3,2,3,24,4,2,0.11,2,2.0,2,1.0,7,1,0.0,16,2,24.8,12.19,3683.14,0.1,61,0.08,204.62,302.21,0.5,1,2,7,0.03,26,35,16,15,61,62.79,19,Y
30,61,12,4,60,98,31,0.23,38,2.58,13,0.42,108,23,0.73,128,1,96.71,39.62,151799.12,1.28,565,0.03,8433.28,3831.47,0.74,30,50,79,0.14,256,309,84,26,223,33.33,132,N
1,5,4,0,0,8,3,0.17,4,2.0,3,1.0,12,1,0.0,18,1,26.88,11.27,3412.26,0.1,63,0.09,189.57,302.86,0.33,2,4,11,0.15,26,37,15,13,20,0.0,18,N
1,11,0,0,0,20,6,0.26,10,2.0,1,0.17,23,6,1.0,23,1,23.89,25.29,15285.15,0.2,116,0.04,849.17,604.3,1.0,5,10,19,0.24,43,73,17,20,25,0.0,23,N
4,5,1,1,7,8,3,0.17,4,2.0,2,0.67,14,1,0.0,17,4,42.71,14.57,9068.9,0.21,114,0.07,503.83,622.38,0.33,2,4,13,0.1,51,63,28,16,30,32.0,18,N
9,59,13,0,1,82,34,0.39,40,2.05,22,0.65,133,15,0.42,88,2,71.79,42.0,126638.31,1.01,450,0.02,7035.46,3015.2,0.44,21,41,101,0.34,189,261,72,32,99,1.12,88,N
12,74,10,0,0,72,55,0.36,36,2.0,45,0.82,257,1,0.0,154,3,59.49,281.13,4701624.47,5.57,2242,0.0,261201.38,16724.05,0.02,18,36,204,0.32,893,1349,108,68,174,0.0,154,N
1,7,0,0,0,12,4,0.4,6,2.0,1,0.25,15,1,0.0,10,2,6.88,24.38,4084.91,0.06,41,0.04,226.94,167.59,0.25,3,6,13,0.33,15,26,4,13,12,0.0,10,N
2,5,0,0,0,8,3,0.3,4,2.0,1,0.33,9,1,0.0,10,1,13.12,10.83,1539.78,0.05,31,0.09,85.54,142.13,0.33,2,4,8,0.23,13,18,9,15,13,0.0,10,N
1,9,1,0,2,12,5,0.5,6,2.0,5,1.0,14,5,1.0,10,1,14.4,16.0,3685.14,0.08,49,0.06,204.73,230.32,1.0,3,6,11,0.36,20,29,10,16,14,16.67,10,N
1,7,0,1,1,10,4,0.29,4,2.5,1,0.25,12,3,0.67,13,1,22.43,10.08,2280.63,0.08,50,0.1,126.7,226.18,0.75,3,5,10,0.24,22,28,12,11,17,13.33,14,N
2,11,0,1,1,18,6,0.46,8,2.25,1,0.17,19,5,0.8,12,3,8.39,32.79,9019.28,0.09,60,0.03,501.07,275.1,0.83,5,9,15,0.35,27,33,7,17,17,14.29,13,N
1,5,2,0,0,6,3,0.3,2,3.0,2,0.67,10,3,1.0,10,2,14.12,10.89,1674.72,0.05,34,0.09,93.04,153.8,1.0,2,3,9,0.25,14,20,9,14,12,0.0,10,N
5,5,1,0,0,8,3,0.18,4,2.0,1,0.33,13,1,0.0,17,4,22.02,27.0,16052.62,0.2,115,0.04,891.81,594.54,0.33,2,4,12,0.13,54,61,18,18,23,0.0,17,N
13,9,7,1,42,16,5,0.1,8,2.0,3,0.6,33,1,0.0,50,3,106.51,20.0,42604.83,0.71,325,0.05,2366.93,2130.24,0.2,4,8,30,0.05,148,177,74,20,107,46.24,51,Y
15,13,3,4,11,22,7,0.28,10,2.2,4,0.57,25,4,0.5,21,0,47.71,15.97,12167.64,0.25,135,0.06,675.98,761.92,0.57,6,11,20,0.13,62,73,33,17,52,41.67,25,Y
1,3,0,1,0,4,2,0.17,2,2.0,1,0.5,6,1,0.0,11,1,19.12,6.0,688.28,0.04,31,0.17,38.24,114.71,0.5,1,2,6,0.14,14,17,7,6,14,8.33,12,N
13,7,2,4,0,10,4,0.22,4,2.5,3,0.75,13,3,0.67,14,1,31.36,10.11,3205.92,0.11,64,0.1,178.11,317.07,0.75,3,5,11,0.13,28,36,18,13,32,22.22,18,N
1,7,1,0,0,12,4,0.67,6,2.0,2,0.5,14,4,1.0,6,1,10.28,10.0,1027.99,0.03,27,0.1,57.11,102.8,1.0,3,6,12,0.5,8,19,4,10,8,0.0,6,N
1,5,1,0,0,4,3,0.21,2,2.0,2,0.67,10,1,0.0,14,0,18.75,7.09,942.84,0.04,29,0.14,52.38,132.96,0.33,1,2,9,0.19,12,17,11,13,16,0.0,14,N
0,13,0,1,2,24,7,0.64,12,2.0,1,0.14,31,1,0.0,10,0,13.06,19.83,5137.44,0.09,70,0.05,285.41,259.02,0.14,6,12,26,0.5,34,36,6,7,14,23.08,11,N
1,3,0,0,0,4,2,0.17,2,2.0,1,0.5,6,1,0.0,12,2,16.65,4.67,362.64,0.03,21,0.21,20.15,77.71,0.5,1,2,6,0.14,8,13,6,7,14,0.0,12,N
8,3,2,2,0,4,2,0.18,2,2.0,2,1.0,8,1,0.0,9,1,34.56,4.0,552.97,0.05,31,0.25,30.72,138.24,0.5,1,2,8,0.1,14,17,14,8,20,18.18,11,N
2,13,3,0,0,24,7,0.37,12,2.0,4,0.57,30,7,1.0,19,5,36.63,17.5,11218.74,0.21,124,0.06,623.26,641.07,1.0,6,12,25,0.32,55,69,22,14,22,0.0,19,N
35,32,11,1,2,36,21,0.22,16,2.25,15,0.71,74,4,0.15,93,1,55.18,32.0,56505.09,0.59,272,0.03,3139.17,1765.78,0.19,10,18,55,0.16,116,156,58,32,132,3.13,94,Y
14,3,11,1,39,4,2,0.04,2,2.0,1,0.5,18,1,0.0,51,0,107.8,23.13,57647.66,0.83,384,0.04,3202.65,2492.87,0.5,1,2,18,0.02,185,199,72,18,106,43.96,52,Y
4,11,7,4,2,4,8,0.22,2,2.0,8,1.0,22,3,0.29,32,0,33.95,14.15,6799.13,0.16,88,0.07,377.73,480.43,0.38,1,2,16,0.19,31,57,23,21,43,15.79,36,N
0,3,0,0,0,4,2,0.33,2,2.0,1,0.5,5,1,0.0,6,3,9.87,5.63,312.22,0.02,15,0.18,17.35,55.51,0.5,1,2,5,0.29,5,10,4,9,7,0.0,6,N
11,5,2,2,7,6,3,0.27,2,3.0,2,0.67,9,3,1.0,9,1,26.93,8.65,2013.44,0.08,47,0.12,111.86,232.85,1.0,2,3,8,0.1,21,26,17,14,30,50.0,11,N
0,3,2,0,0,4,2,0.18,2,2.0,2,1.0,7,1,0.0,11,0,31.21,6.13,1170.84,0.06,45,0.16,65.05,191.16,0.5,1,2,7,0.17,21,24,12,7,12,0.0,11,N
3,37,4,0,2,54,20,0.41,22,2.45,7,0.35,72,12,0.58,49,2,25.89,66.86,115710.92,0.58,293,0.01,6428.38,1730.72,0.6,16,31,54,0.36,117,176,28,32,55,3.92,49,N
3,7,2,4,3,12,4,0.16,6,2.0,3,0.75,13,1,0.0,21,1,38.31,13.54,7020.93,0.17,95,0.07,390.05,518.65,0.25,3,6,11,0.13,43,52,27,17,32,25.0,25,Y
7,11,3,3,5,20,6,0.15,10,2.0,5,0.83,27,1,0.0,37,1,33.65,18.75,11829.4,0.21,117,0.05,657.19,630.9,0.17,5,10,23,0.11,50,67,24,18,53,17.78,40,N
0,3,0,0,1,4,2,0.29,2,2.0,1,0.5,6,1,0.0,7,5,16.82,8.33,1168.18,0.05,33,0.12,64.9,140.18,0.5,1,2,6,0.22,15,18,9,10,9,12.5,7,N
22,23,1,4,19,40,12,0.44,18,2.22,6,0.5,42,4,0.27,23,1,50.37,18.03,16367.05,0.3,155,0.06,909.28,907.99,0.33,11,20,32,0.17,74,81,39,19,69,50.0,27,Y
2,11,3,1,0,16,6,0.25,6,2.67,4,0.67,19,6,1.0,23,2,31.58,13.18,5483.42,0.14,84,0.08,304.63,416.15,1.0,5,8,15,0.22,32,52,17,14,27,4.17,24,N
4,3,1,0,0,4,2,0.33,2,2.0,1,0.5,7,1,0.0,6,1,11.53,11.25,1458.65,0.04,30,0.09,81.04,129.66,0.5,1,2,7,0.18,15,15,8,12,11,0.0,6,N
3,3,1,1,1,4,2,0.13,2,2.0,2,1.0,6,1,0.0,14,6,29.69,7.44,1642.27,0.07,45,0.13,91.24,220.81,0.5,1,2,6,0.1,17,28,16,14,20,12.5,15,N
1,17,4,0,0,30,9,0.47,14,2.14,4,0.44,36,9,1.0,19,2,26.08,25.85,17423.93,0.22,125,0.04,968.0,674.04,1.0,8,15,29,0.43,47,78,20,22,21,0.0,19,N
2,5,0,10,0,8,3,0.25,4,2.0,1,0.33,9,1,0.0,2,1,59.38,12.02,8577.83,0.24,136,0.08,476.55,713.72,0.33,2,4,8,0.2,59,77,27,11,15,83.33,12,N
2,7,6,0,2,10,4,0.25,4,2.5,3,0.75,19,3,0.67,16,2,35.44,9.9,3476.92,0.12,69,0.1,193.16,351.03,0.75,3,5,17,0.19,32,37,21,13,21,11.11,16,N
1,3,1,0,0,4,2,0.22,2,2.0,2,1.0,7,1,0.0,9,3,16.96,6.75,772.53,0.04,28,0.15,42.92,114.45,0.5,1,2,7,0.18,12,16,8,9,11,0.0,9,N
5,12,9,0,1,4,10,0.24,2,2.0,9,0.9,26,1,0.0,41,1,42.39,16.16,11064.31,0.23,119,0.06,614.68,684.83,0.1,1,2,18,0.13,47,72,32,22,76,2.38,41,N
1,13,2,0,0,24,7,0.33,12,2.0,3,0.43,28,6,0.83,21,0,20.0,16.25,5282.39,0.11,70,0.06,293.47,325.07,0.86,6,12,23,0.3,30,40,12,13,23,0.0,21,N
1,5,1,0,0,6,3,0.43,2,3.0,2,0.67,9,3,1.0,7,1,12.16,5.6,381.44,0.02,19,0.18,21.19,68.11,1.0,2,3,8,0.33,8,11,5,7,9,0.0,7,N
4,11,1,0,0,20,6,0.16,10,2.0,2,0.33,21,1,0.0,38,2,46.36,12.73,7508.78,0.2,103,0.08,417.15,589.98,0.17,5,10,17,0.14,42,61,33,20,43,0.0,38,N
50,22,3,7,6,20,15,0.17,8,2.5,8,0.53,46,7,0.43,79,1,48.32,49.43,118064.59,0.8,391,0.02,6559.14,2388.43,0.47,6,10,33,0.1,174,217,44,25,143,14.13,86,N
14,29,8,5,14,40,15,0.23,14,2.86,6,0.4,58,10,0.64,59,0,46.09,53.79,133379.57,0.83,390,0.02,7409.98,2479.45,0.67,13,22,45,0.15,177,213,51,31,102,24.36,64,Y
0,7,0,0,0,10,4,0.36,4,2.5,1,0.25,11,4,1.0,11,1,17.45,11.69,2385.64,0.07,42,0.09,132.54,204.04,1.0,3,5,9,0.33,19,23,13,16,12,0.0,11,N
4,9,7,3,4,16,5,0.18,8,2.0,5,1.0,28,3,0.5,25,1,41.51,11.69,5674.38,0.16,90,0.09,315.24,485.31,0.6,4,8,25,0.14,38,52,26,16,37,21.88,28,N
14,21,3,5,36,36,11,0.15,16,2.25,5,0.45,40,5,0.4,69,1,84.72,25.33,54371.71,0.72,329,0.04,3020.65,2146.25,0.45,10,18,31,0.09,152,177,69,23,125,37.27,74,N
15,3,8,0,5,4,2,0.1,2,2.0,2,1.0,14,1,0.0,21,1,39.6,9.45,3540.14,0.12,73,0.11,196.67,374.44,0.5,1,2,14,0.05,32,41,22,13,42,19.23,21,Y
5,3,2,1,6,4,2,0.22,2,2.0,2,1.0,8,1,0.0,8,0,19.72,4.0,315.48,0.03,22,0.25,17.53,78.87,0.5,1,2,8,0.1,8,14,6,6,21,46.67,9,N
2,7,1,0,0,12,4,0.33,6,2.0,2,0.5,13,1,0.0,12,1,27.54,9.9,2698.99,0.09,58,0.1,149.94,272.63,0.25,3,6,11,0.27,27,31,15,11,15,0.0,12,N
1,3,2,0,0,4,2,0.4,2,2.0,2,1.0,8,1,0.0,5,0,13.67,5.71,446.5,0.03,20,0.18,24.81,78.14,0.5,1,2,8,0.29,10,10,7,8,7,0.0,5,N
2,7,0,0,0,12,4,0.67,6,2.0,1,0.25,13,4,1.0,6,2,7.22,13.33,1282.82,0.03,26,0.08,71.27,96.21,1.0,3,6,11,0.44,8,18,3,10,9,0.0,6,N
18,9,8,2,24,16,5,0.1,8,2.0,5,1.0,40,1,0.0,49,2,72.48,20.68,31004.8,0.5,257,0.05,1722.49,1499.05,0.2,4,8,37,0.06,106,151,41,16,80,34.67,51,Y
15,9,4,14,2,14,5,0.11,6,2.33,3,0.6,21,3,0.5,31,1,61.27,44.61,121958.52,0.91,446,0.02,6775.47,2733.66,0.6,4,7,18,0.08,151,295,44,26,63,34.04,45,N
3,9,1,2,7,16,5,0.16,8,2.0,4,0.8,23,1,0.0,30,4,32.53,13.88,6262.85,0.15,88,0.07,347.94,451.38,0.2,4,8,20,0.12,37,51,20,15,43,23.08,32,N
0,5,3,0,0,8,3,0.38,4,2.0,3,1.0,15,1,0.0,8,0,17.66,11.5,2336.0,0.07,47,0.09,129.78,203.13,0.33,2,4,14,0.33,23,24,10,10,9,0.0,8,N
1,9,1,3,1,16,5,0.29,8,2.0,2,0.4,16,1,0.0,14,0,12.24,29.56,10695.71,0.12,80,0.03,594.21,361.88,0.2,4,8,13,0.25,38,42,9,14,20,22.22,17,N
2,5,3,1,1,8,3,0.2,4,2.0,3,1.0,15,1,0.0,14,0,33.76,11.7,4621.5,0.13,79,0.09,256.75,395.0,0.33,2,4,14,0.16,39,40,20,12,19,12.5,15,N
0,5,0,0,0,6,3,0.27,2,3.0,1,0.33,8,3,1.0,11,2,16.4,9.1,1358.43,0.05,33,0.11,75.47,149.28,1.0,2,3,7,0.25,14,19,10,13,12,0.0,11,N
8,3,1,2,0,4,2,0.17,2,2.0,2,1.0,6,1,0.0,10,1,21.48,7.79,1304.11,0.06,37,0.13,72.45,167.37,0.5,1,2,6,0.1,17,20,12,11,21,16.67,12,N
11,5,6,0,27,8,3,0.1,4,2.0,1,0.33,22,1,0.0,31,2,87.22,17.4,26406.88,0.51,252,0.06,1467.05,1517.64,0.33,2,4,21,0.04,116,136,50,15,70,46.55,31,N
2,7,2,0,0,10,4,0.4,4,2.5,2,0.5,13,1,0.0,10,1,16.12,14.3,3299.03,0.08,51,0.07,183.28,230.7,0.25,3,5,11,0.31,22,29,10,13,13,0.0,10,N
1,5,1,0,0,8,3,0.43,4,2.0,1,0.33,10,1,0.0,7,1,11.62,9.75,1104.67,0.04,29,0.1,61.37,113.3,0.33,2,4,9,0.33,13,16,6,9,9,0.0,7,N
16,7,1,0,9,12,4,0.31,6,2.0,1,0.25,16,1,0.0,13,0,24.0,22.5,12150.0,0.18,108,0.04,675.0,540.0,0.25,3,6,14,0.1,51,57,17,15,39,40.91,13,N
13,5,2,4,0,8,3,0.21,4,2.0,1,0.33,12,1,0.0,10,2,32.11,9.58,2947.52,0.1,61,0.1,163.75,307.71,0.33,2,4,11,0.11,26,35,19,14,28,28.57,14,N
1,16,3,0,0,20,10,0.43,10,2.0,9,0.9,42,1,0.0,23,3,19.57,30.94,18729.81,0.2,119,0.03,1040.55,605.41,0.1,5,10,34,0.4,55,64,16,18,25,0.0,23,N
2,5,2,0,0,8,3,0.3,4,2.0,2,0.67,11,1,0.0,10,1,11.82,19.0,4268.6,0.07,49,0.05,237.14,224.66,0.33,2,4,10,0.23,19,30,8,16,13,0.0,10,N
4,3,0,0,2,4,2,0.25,2,2.0,1,0.5,6,1,0.0,8,1,17.13,4.67,373.12,0.03,21,0.21,20.73,79.95,0.5,1,2,6,0.13,7,14,6,8,15,20.0,8,N
10,7,4,0,4,12,4,0.17,6,2.0,4,1.0,16,1,0.0,23,0,24.52,16.53,6697.28,0.14,79,0.06,372.07,405.21,0.25,3,6,14,0.11,35,44,18,17,38,14.81,23,Y
8,11,2,0,4,18,6,0.18,8,2.25,4,0.67,23,5,0.8,33,2,69.47,9.03,5659.94,0.21,110,0.11,314.44,627.05,0.83,5,9,19,0.13,49,61,38,14,46,10.81,33,N
2,3,1,0,0,4,2,0.33,2,2.0,2,1.0,5,1,0.0,6,0,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,0.5,1,2,5,0.22,6,9,4,7,9,0.0,6,N
2,11,0,7,6,14,6,0.2,4,3.5,1,0.17,16,4,0.6,23,7,36.79,15.58,8933.27,0.19,107,0.06,496.29,573.26,0.67,5,8,12,0.15,44,63,24,17,39,36.11,30,N
5,1,3,0,9,16,1,0.05,8,2.0,1,1.0,8,1,0.0,19,1,69.53,16.72,19441.83,0.39,206,0.06,1080.1,1162.63,1.0,4,8,9,0.03,86,120,36,14,34,32.14,19,N
1,13,2,0,0,22,7,0.5,10,2.2,2,0.29,24,1,0.0,14,0,29.59,14.55,6259.35,0.14,82,0.07,347.74,430.33,0.14,6,11,19,0.44,40,42,22,16,16,0.0,14,N
