LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
67,59,3,3,85,104,30,0.24,46,2.26,8,0.27,112,23,0.76,121,0,29,0.97,37.4,107.21,429807.51,1.34,676,0.01,23878.2,4009.18,0.77,29,52,84,0.11,270,406,34,27,278,42.11,124,Y
3,3,0,0,4,4,2,0.33,2,2.0,1,0.5,5,1,0.0,6,0,2,1.0,13.71,9.43,1218.81,0.04,31,0.11,67.71,129.27,0.5,1,2,5,0.13,12,19,7,11,15,40.0,6,N
71,19,9,19,63,34,10,0.1,16,2.13,6,0.6,42,3,0.22,78,0,9,0.9,66.83,32.56,70837.72,0.73,364,0.03,3935.43,2175.73,0.3,9,17,34,0.04,140,224,43,20,233,51.25,97,Y
2,9,0,0,0,14,5,0.31,6,2.33,1,0.2,15,3,0.5,16,2,5,1.0,32.0,18.75,11252.36,0.2,117,0.05,625.13,600.13,0.6,4,7,12,0.25,50,67,20,15,20,0.0,16,N
0,3,0,0,0,4,2,0.67,2,2.0,1,0.5,5,1,0.0,3,1,2,1.0,8.36,9.0,677.56,0.03,21,0.11,37.64,75.28,0.5,1,2,5,0.4,6,15,3,9,5,0.0,3,Y
9,23,2,5,9,38,12,0.26,16,2.38,4,0.33,42,8,0.64,41,3,5,0.42,42.25,28.27,33760.15,0.4,215,0.04,1875.56,1194.24,0.67,11,19,32,0.18,70,145,26,21,68,25.45,46,Y
1,3,0,0,0,4,2,0.22,2,2.0,1,0.5,6,1,0.0,9,2,2,1.0,10.82,9.75,1028.49,0.04,27,0.1,57.14,105.49,0.5,1,2,6,0.17,13,14,6,9,12,0.0,9,Y
8,3,1,5,8,4,2,0.04,2,2.0,1,0.5,21,1,0.0,43,0,2,1.0,69.69,27.79,53839.29,0.65,345,0.04,2991.07,1937.07,0.5,1,2,21,0.03,126,219,34,15,66,23.21,48,N
9,11,3,0,33,20,6,0.26,10,2.0,2,0.33,28,1,0.0,23,2,5,0.83,19.5,40.24,31575.87,0.26,153,0.02,1754.21,784.78,0.17,5,10,24,0.09,76,77,17,18,68,58.93,23,Y
1,3,1,1,0,4,2,0.13,2,2.0,1,0.5,7,1,0.0,14,0,2,1.0,17.24,7.5,969.51,0.04,31,0.13,53.86,129.27,0.5,1,2,7,0.11,12,19,8,10,18,6.67,15,N
42,92,5,6,63,161,46,0.19574323980775166,69,2.3090090135896646,11,0.24921169224392617,194,31,0.6742567601922483,233,0,42,0.9124774660258389,81.63618781785794,95.35376787687287,667142.0127580197,2.347725212628423,1075,0.01,37063.44594526555,7045.43124668391,0.6795045067948322,45,81,149,0.13475225339741612,427,647,70,28,348,23.30317411252701,239,Y
89,98,10,12,107,162,49,0.2520027805656949,65,2.4580458793339655,8,0.19198192632298322,178,30,0.6399721943430512,183,0,48,0.97,67.88706263686502,98.80205221373073,631677.6132541726,2.1801946395986427,1000,0.01,35093.202068826635,6536.677520401768,0.6499721943430511,48,81,130,0.1220027805656949,385,614,59,29,395,40.057524523266174,196,Y
23,20,3,0,26,36,11,0.10653319284990617,16,2.1551994581353524,3,0.31679963875690154,51,1,0.02846605456030541,104,0,8,0.8018666265285447,45.811529429900965,55.04087008844157,138753.6843316957,0.8404666566321362,428,0.02,7708.533548057726,2521.0537543328514,0.12473280150321618,9,18,42,0.06653319284990616,168,260,35,23,157,20.5054689144015,105,Y
9,12,1,0,10,23,6,0.28632577263780423,11,2.0,1,0.14944801321707474,25,4,0.6524161976237777,23,0,0,0.026244481158540833,32.07300229155054,17.29235347651831,9543.471953082619,0.18790044150731672,104,0.05973755518841459,530.1918189120586,553.1193820532338,0.7044886589567064,5,11,20,0.14790044150731674,37,66,20,18,46,31.52369279773599,23,Y
5,5,1,0,5,8,3,0.29189884127745475,4,2.0,2,0.67,11,2,0.7672286595696958,10,1,3,1.0,26.631106410600594,8.614992622550423,1991.7903280601872,0.07534457319139391,50,0.11232771340430305,110.65322224148794,230.2375888642937,0.8440432019116961,2,4,10,0.11094942063872737,16,34,11,12,28,34.03529716150382,10,Y
41,57,2,1,64,100,29,0.19271819303598461,43,2.3027181930359846,3,0.12536980166918982,120,18,0.625469678273359,150,0,26,0.9090606434532821,57.79207789419666,66.81046408058693,247145.18729255645,1.2602330454097281,605,0.019093935654671792,13730.285302618642,3771.2056953649626,0.6472818069640154,28,50,92,0.11271819303598463,249,356,48,25,260,30.261472031768953,152,Y
84,111,12,16,104,184,56,0.24091930046665436,74,2.4755158027999262,11,0.21250665822671344,206,33,0.5981613990666913,217,0,54,0.9661838600933308,95.00036131368438,83.54516603612711,660351.273174834,2.61025124317325,1148,0.01,36686.18115595077,7830.953815191976,0.6081613990666912,55,92,152,0.13,446,701,83,30,424,35.29363548306448,233,Y
12,13,2,0,7,25,7,0.21912309956335815,12,2.0,4,0.5584890632311498,31,4,0.413750465851001,34,1,6,0.9382461991267163,24.54545796819805,29.981989211361704,20466.61952798429,0.23322766061129863,137,0.036175380087328374,1137.0331609601658,700.7115191545819,0.5584890632311498,6,12,26,0.150596959301373,58,79,16,16,56,13.159734966096762,34,Y
49,89,7,11,74,156,45,0.20949692657420363,68,2.2906707645677287,14,0.327149250587154,181,30,0.6605030734257964,206,0,42,0.9583230885806788,105.1595767507463,68.86875172694185,495152.55860045407,2.398155397438747,1038,0.01,27508.475505751525,7193.957310074826,0.6703353822838642,44,78,138,0.13016769114193213,421,617,92,29,344,29.561101591262656,217,Y
10,19,4,0,11,27,11,0.26066474213504043,12,2.155997113202561,5,0.4826878365145556,39,1,0.0653468050547172,43,0,6,0.6159971132025606,35.1527576702786,25.87848365262034,21782.85839827502,0.2873410314598384,150,0.0393352578649596,1210.1583190107378,862.0350164359843,0.1626734025273586,7,13,30,0.17,60,89,29,23,67,21.259624716332876,43,Y
4,4,0,0,6,7,2,0.2114005959326368,3,2.0,1,0.3538101308548255,8,1,0.0,13,2,1,0.4238399274866653,15.265891902826777,7.101383547252133,755.2181375473322,0.04,27,0.14299702033681602,41.95345241703657,106.45313325554467,0.3538101308548255,1,3,7,0.11840357559582076,10,17,6,8,25,28.661813756521564,13,Y
1,3,0,0,0,4,2,0.22,2,2.0,1,0.5,6,1,0.0,9,2,2,1.0,11.629565970919458,13.063097712922486,2076.8575231145405,0.053606150771755595,35,0.07959077384236661,115.38112837849982,153.24758920886214,0.5,1,2,6,0.17,16,19,7,11,12,0.0,9,Y
27,44,2,1,45,78,22,0.22603994015756346,34,2.2549500748030455,3,0.1585649027560406,94,13,0.535395157086396,109,0,18,0.773860209448528,51.543766830685286,61.78799450314335,201381.10526717495,1.0732154263773606,528,0.02,11187.838350950009,3218.447017293916,0.5644051421257869,21,39,73,0.1370299551181726,228,299,43,23,185,29.006422363776245,110,Y
0,3,0,0,0,4,2,0.6668164093216321,2,2.0,1,0.5022550433971773,5,1,0.0,3,1,2,1.0,8.52196517576197,8.988990082237311,686.7717196278577,0.030397948834795994,21,0.11013264961159866,38.151762201547655,76.50992719874283,0.4977449566028227,1,2,5,0.3970817085448294,6,15,3,8,5,0.482313987772747,3,Y
17,44,2,5,23,62,25,0.22288991221575738,25,2.4449724564780615,14,0.5597706144896984,77,22,0.8534128076150322,110,0,23,0.9026605267054559,42.779210706716135,57.78277070079321,142810.35463565632,0.8259541228979397,395,0.02,7933.909766201178,2471.6581683189906,0.8557247373876382,18,32,54,0.16057798244315147,167,227,45,31,158,21.202220693389545,115,Y
2,9,1,0,1,16,5,0.36461934753211717,8,2.0,2,0.4620270692926764,21,2,0.4367117821544607,17,1,4,0.8,23.950849749285673,12.743470466422398,3759.847956686953,0.1,64,0.07873423564308922,208.88127186830695,296.9800784686688,0.5493694257235686,4,8,18,0.23759458614146473,31,33,13,11,22,9.39001459148514,17,Y
9,12,4,3,18,21,6,0.17395831035558826,10,2.122916699492017,1,0.21322913548258407,40,3,0.41177094329825625,40,0,5,0.7562499803047898,64.1863661003227,31.64812270550803,51251.50869195063,0.5980209236030462,288,0.03229166994920168,2847.3020627475307,1790.65651862297,0.5018750886284453,5,10,35,0.09,123,164,47,21,74,37.388848414024054,43,Y
34,96,3,0,51,166,48,0.1796806749555957,71,2.3256891119005423,8,0.16542852575487282,208,33,0.6890420248667871,262,0,41,0.8550504618117336,54.784243072824,125.0810049555963,857685.2114983263,2.2815378863232865,1113,0.01,47649.180074370204,6849.780114884603,0.6893613499111914,47,85,162,0.1392016873889893,434,678,45,26,350,16.42020772646476,262,Y
10,19,6,0,10,24,12,0.25,11,2.1076748644128993,7,0.5376586670820198,40,2,0.10767486441289914,48,0,7,0.6923575302488596,39.522259011051624,24.651878890382008,20809.046165285792,0.29767486441289914,151,0.04538212348755702,1156.061154620128,890.6419957209092,0.23001619733087939,6,12,29,0.17692681476866448,61,90,34,24,71,14.751456424567182,48,Y
3,4,0,0,5,7,2,0.3208717143719654,3,2.0,1,0.370974329224422,8,1,0.0,11,1,1,0.4914870622374279,14.15097569422153,7.231589335840607,702.7200058012377,0.03758974533973988,26,0.14035898135895952,39.036513142512135,99.05867214940506,0.370974329224422,1,3,7,0.1798973851475434,9,17,5,8,22,25.296621217353028,11,Y
14,11,2,0,11,21,6,0.24882425744730957,10,2.0,1,0.2856987813402892,23,4,0.6161547982003279,26,0,1,0.25338918493963347,32.79139756268058,18.555134233862276,11457.164012739504,0.20583682405872708,115,0.056832635188254585,636.5080007077502,609.4208244213153,0.6751589870708004,5,10,19,0.12149371669429124,39,76,20,18,59,29.7703008386454,26,Y
11,42,5,9,11,61,23,0.2282998997334786,24,2.408697760714356,13,0.48839852942435324,78,14,0.6178000668443476,89,0,19,0.9024005347547807,34.602372160185254,71.72307082073024,127532.05544176357,0.6705984625800057,340,0.01609996657782621,7085.111791231368,2016.4229036498277,0.6456001336886952,18,30,57,0.17659979946695725,144,195,33,25,123,18.705402874306948,98,Y
1,3,0,0,1,5,2,0.22834025441319178,2,2.0,1,0.4582987279340411,7,1,0.16680508826383567,10,2,2,1.0,14.026673517109773,14.13126109138696,2690.435348736868,0.06500415264791506,43,0.07333610176527672,149.4689089552673,193.38301571214504,0.5834025441319178,1,2,7,0.16499584735208495,18,24,8,13,14,4.765621371697787,10,Y
8,28,2,1,19,47,15,0.2613317673246114,21,2.245074809912021,5,0.29067762872772024,59,8,0.49974774061357513,59,0,10,0.6720093960523317,39.84225297639969,58.351710156404245,135619.97478170766,0.772135525745544,399,0.02,7534.445073023033,2324.379733025949,0.5328131544732643,13,23,45,0.1682663534649223,188,210,35,22,90,26.153531631409948,60,Y
12,21,3,0,13,36,11,0.30960909063681663,15,2.3470954536832527,5,0.5294969701205074,41,6,0.5360333336661129,38,0,9,0.8573742425301268,35.92665604628141,24.851674245525146,21988.978594899527,0.2965363635456056,160,0.04,1221.6051391947556,888.1399724765082,0.5782121215146482,10,18,32,0.17480454531840833,72,88,27,18,66,26.863527258932045,38,Y
23,35,7,10,19,63,18,0.19093416526728374,30,2.1220981788180016,5,0.22658512652767304,87,4,0.11116401355071802,85,0,10,0.5128944351152249,78.68146110947771,38.68942212636476,113346.72937694346,0.9890198650760295,465,0.028177639122119374,6297.037792507726,2959.28094973329,0.16387457003919553,16,31,70,0.134578887023045,228,236,61,20,140,26.065158413914336,95,Y
1,3,0,0,0,4,2,0.27137410383329297,2,2.0,1,0.5415885602459991,7,1,0.0,8,2,2,1.0,14.104106327680896,13.042081096548857,2276.552842469492,0.06,40,0.08223192948411738,126.47419462843342,173.80872924534273,0.4584114397540009,1,2,7,0.17244638589682348,18,21,8,11,13,8.895059120850156,8,Y
59,71,5,6,80,126,36,0.22724532376526266,55,2.272754676234737,10,0.2955093524694747,141,25,0.7174844125508756,156,0,34,0.9657484412550875,66.57419610758922,90.49712257374917,454914.72028246964,1.7906652269607193,829,0.01,25273.042889913388,5365.516522360714,0.7274844125508756,35,63,106,0.1185031174898249,334,495,59,28,306,36.87207962626786,163,Y
48,83,6,9,73,145,42,0.20584116674263622,63,2.292079416628682,12,0.2821734175403166,169,27,0.6537617501139543,195,0,39,0.9475235002279087,96.7998666684245,67.19299834624816,440569.6633046513,2.177502420731038,952,0.012079416628681889,24476.091712675083,6529.666048150539,0.6658411667426363,41,72,129,0.12584116674263623,387,565,84,29,330,29.92308266423564,205,Y
8,11,2,0,5,20,6,0.2283850163909996,10,2.0,3,0.48995087870660314,25,3,0.28964078036060575,27,1,5,0.9567700327819991,21.826159187602528,31.862158327372914,20428.347435269112,0.22026097705260061,131,0.034322996721800086,1134.9084772399046,658.8272788766218,0.48995087870660314,5,10,21,0.1654160262255993,58,73,15,16,43,9.212306014155981,27,Y
16,44,2,4,43,84,22,0.3653030061316662,41,2.0587677218875564,2,0.09908085481211198,95,5,0.19252531698222342,57,2,9,0.40910110839789077,26.199827046865867,78.49200191437204,161087.9114601373,0.6859292719807774,372,0.01,8949.323623207354,2054.012090801519,0.23252531698222342,21,42,74,0.17874746830177765,185,187,24,20,123,45.677007255234834,61,Y
4,4,0,0,5,7,2,0.3162403946701006,3,2.0,1,0.6431884116811498,10,2,0.8422847745949985,10,1,2,1.0,25.29834681710542,8.78942880635125,1942.8991483308284,0.07211423872974992,47,0.11,107.93708728769857,221.70278521559453,0.9211423872974993,1,3,9,0.13889171987555043,13,34,10,13,27,28.0733515372513,10,Y
3,5,0,0,2,9,3,0.27,4,2.0,1,0.29401966933041873,12,2,0.44975413336976566,12,2,3,1.0,19.301856042984358,15.063007162443336,4167.975313275497,0.09,58,0.07349262400109297,231.55618297812038,277.4845896162831,0.631335269357743,2,4,10,0.1785172106641164,23,34,11,14,20,12.849475590374205,12,Y
17,20,5,0,12,33,11,0.21975751180009073,16,2.0553210330402543,7,0.6604849763998185,46,5,0.4605703749190384,52,0,9,0.7814549291994557,36.71159091291008,24.151909336511057,20705.482221965096,0.28766051652012703,154,0.043951502360018144,1150.3029773053208,867.1644562644072,0.5024248819990927,8,16,36,0.13975751180009072,59,95,28,21,84,20.468329997316133,52,Y
10,15,2,7,20,29,8,0.14953434744680677,14,2.0146682268412412,4,0.6006635463175177,42,1,0.030803276366606458,48,1,2,0.27713621965629615,29.783679100850925,64.72568075545017,124276.00398102762,0.6395343474468067,352,0.02,6904.220547128798,1922.9157667335462,0.1542025742880479,7,14,35,0.09586729073649647,153,199,23,20,89,36.4531893600165,56,Y
1,4,0,0,0,7,2,0.29636384116020215,3,2.0,1,0.4181815987569263,10,1,0.0,9,2,2,0.9454543991712842,14.167278512775711,14.538181598756927,2982.613835156321,0.07090912016574316,47,0.07,165.70006154868219,205.57008013397052,0.4181815987569263,1,3,9,0.2027273604972295,22,24,8,11,13,4.5463758290734635,9,Y
