LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
16,1,10,12,8,0,1,0.05,0,1,1,17,1,0,8,0,0,0,98.83,3.96,1549.87,0.13,79,0.25,86.1,391.38,1,0,0,18,0.02,33,46,25,6,46,71.43,20,N
1,1,2,0,0,0,1,0.11,0,1,1,7,1,0,9,0,1,1,34.4,5.0,860.0,0.06,43,0.2,47.78,172.0,1,0,0,8,0.09,22,21,11,5,11,0.0,9,N
17,1,3,0,0,0,1,0.09,0,1,1,6,1,0,11,0,1,1,25.02,7.77,1511.69,0.06,45,0.13,83.98,194.49,1,0,0,7,0.03,19,26,11,9,31,0.0,11,N
16,1,11,12,8,0,1,0.05,0,1,1,18,1,0,8,0,1,1,108.16,3.78,1543.58,0.14,81,0.26,85.75,408.6,1,0,0,19,0.02,34,47,27,6,46,71.43,20,N
11,7,2,0,117,12,4,0.08,6,4,1,36,1,0,53,0,0,0,19.63,120.11,283140.67,0.79,440,0.01,15730.04,2357.32,0,3,6,34,0.02,188,252,18,23,183,68.82,53,N
9,3,1,0,4,4,2,0.22,2,2,1,6,1,0,9,0,2,1,11.98,7.5,673.94,0.03,23,0.13,37.44,89.86,0,1,2,6,0.08,10,13,6,9,24,30.77,9,N
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,8.0,1.0,8.0,0.0,4,1.0,0.44,8.0,1,0,0,2,1.0,2,2,2,2,1,0.0,0,N
0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,0,0,0,28.17,5.0,704.36,0.05,37,0.2,39.13,140.87,1,0,0,3,0.17,18,19,9,5,6,0.0,4,N
7,7,4,0,24,8,4,0.19,4,3,0,17,4,1,21,0,0,0,21.18,20.9,9250.53,0.15,87,0.05,513.91,442.61,1,2,4,15,0.07,33,54,15,19,54,53.33,21,N
1,5,0,0,0,8,3,0.33,4,1,0,10,1,0,9,1,2,0,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,0,2,4,9,0.25,6,9,4,7,12,0.0,9,N
0,1,2,0,0,0,1,0.25,0,1,1,3,1,0,4,0,1,1,16.5,2.0,66.0,0.01,11,0.5,3.67,33.0,1,0,0,4,0.17,4,7,4,4,6,0.0,4,N
4,1,1,4,9,0,1,0.07,0,1,1,5,1,0,11,0,0,0,41.79,8.86,3278.32,0.12,83,0.11,182.13,370.13,1,0,0,6,0.03,31,52,14,8,30,54.17,15,N
0,1,0,2,0,0,1,0.33,0,1,1,1,1,0,1,0,0,0,15.0,2.0,60.0,0.01,10,0.5,3.33,30.0,1,0,0,2,0.2,4,6,4,4,5,66.67,3,N
4,23,3,1,10,30,1,0.04,8,1,1,37,1,0,26,0,1,1,22.44,50.0,56093.69,0.37,217,0.02,3116.32,1121.87,1,11,15,27,0.02,80,137,16,20,43,29.73,27,N
7,1,3,0,6,4,1,0.09,2,1,1,9,1,0,11,0,1,1,21.12,21.27,9558.4,0.15,98,0.05,531.02,449.33,1,1,2,10,0.04,36,62,11,13,26,35.29,11,N
13,27,2,0,21,40,15,0.19,18,8,0,55,5,0,79,0,10,0,40.13,53.57,115173.52,0.72,357,0.02,6398.53,2149.99,0,11,20,42,0.13,133,224,36,29,115,21.0,79,N
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,2,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0.0,0,N
10,9,0,12,5,16,5,0.15,8,1,0,19,1,0,21,1,0,0,26.48,22.0,12815.44,0.19,111,0.05,711.97,582.52,0,4,8,16,0.1,44,67,19,19,50,44.74,33,N
3,5,3,1,2,8,3,0.2,4,3,1,14,3,1,14,0,0,0,14.42,14.44,3005.14,0.07,49,0.07,166.95,208.15,1,2,4,13,0.14,21,28,8,11,22,17.65,15,N
0,1,1,0,0,0,1,0.11,0,1,1,2,1,0,9,2,1,1,23.11,12.0,3327.91,0.09,59,0.08,184.88,277.33,1,0,0,3,0.07,24,35,13,13,14,0.0,9,N
7,3,0,0,0,0,2,0.29,0,1,0,5,1,0,7,0,2,1,7.59,7.0,372.06,0.02,16,0.14,20.67,53.15,0,0,0,5,0.12,6,10,3,7,17,0.0,7,N
3,5,4,8,0,8,3,0.14,4,3,1,13,1,0,14,1,0,0,20.4,18.13,6709.33,0.12,74,0.06,372.74,370.0,0,2,4,12,0.11,32,42,15,17,27,36.36,22,N
9,9,12,2,6,16,5,0.16,8,5,1,37,1,0,29,0,0,0,75.92,12.5,11863.1,0.32,176,0.08,659.06,949.05,0,4,8,34,0.1,80,96,32,10,48,21.62,31,N
14,11,4,1,18,20,6,0.16,10,6,1,31,1,0,37,0,6,1,38.12,38.25,55776.93,0.49,264,0.03,3098.72,1458.22,0,5,10,27,0.08,119,145,28,18,72,33.93,38,N
0,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,1,1,27.47,1.5,61.81,0.01,13,0.67,3.43,41.21,1,0,0,2,0.17,6,7,6,3,6,0.0,4,N
6,5,2,1,11,8,3,0.25,4,1,0,11,1,0,11,0,0,0,13.3,41.33,22726.68,0.18,109,0.02,1262.59,549.84,0,2,4,10,0.1,31,78,9,24,31,52.17,12,N
4,27,5,0,17,46,14,0.3,20,7,0,51,7,0,46,0,0,0,41.77,50.94,108403.19,0.71,381,0.02,6022.4,2127.87,0,13,23,39,0.2,131,250,27,21,70,26.98,46,N
1,5,0,1,0,8,3,0.19,4,1,0,11,1,0,15,0,0,0,20.67,11.5,2733.62,0.08,55,0.09,151.87,237.71,0,2,4,10,0.15,23,32,10,10,20,6.25,16,N
52,69,26,15,54,0,39,0.18,0,31,0,195,22,0,205,0,0,0,80.6,73.26,432543.61,1.97,827,0.01,24030.2,5904.41,0,0,0,158,0.12,323,504,97,44,328,25.18,220,N
2,9,4,1,0,14,5,0.31,6,5,1,20,5,1,15,0,4,0,36.36,10.21,3793.43,0.12,73,0.1,210.75,371.38,1,4,7,17,0.25,33,40,21,13,20,6.25,16,N
2,1,0,0,0,0,1,0.1,0,1,1,1,1,0,10,3,1,1,26.44,10.58,2958.18,0.09,61,0.09,164.34,279.68,1,0,0,2,0.06,25,36,13,11,18,0.0,10,N
3,5,2,0,3,8,3,0.16,4,3,1,13,1,0,19,0,3,1,19.18,21.27,8680.58,0.14,89,0.05,482.25,408.06,0,2,4,12,0.11,36,53,11,13,27,13.64,19,N
0,3,2,0,0,4,2,0.67,2,2,1,6,1,0,3,0,0,0,14.28,4.0,228.44,0.02,15,0.25,12.69,57.11,0,1,2,6,0.4,6,9,6,8,5,0.0,3,N
8,3,5,1,7,4,2,0.13,2,2,1,11,1,0,14,0,0,0,39.38,9.82,3796.17,0.13,76,0.1,210.9,386.65,0,1,2,11,0.06,36,40,22,12,32,36.36,15,N
1,7,1,0,1,12,4,0.4,6,2,0,13,1,0,10,0,0,0,16.47,8.44,1172.59,0.05,34,0.12,65.14,138.97,0,3,6,11,0.29,15,19,8,9,14,9.09,10,N
1,1,0,0,0,0,1,0.1,0,1,1,1,1,0,10,2,1,1,40.82,7.75,2451.81,0.11,69,0.13,136.21,316.36,1,0,0,2,0.06,31,38,16,8,16,0.0,10,N
3,5,2,1,1,8,3,0.33,4,3,1,13,1,0,8,0,0,0,26.24,9.38,2305.97,0.08,56,0.11,128.11,245.97,0,2,4,12,0.2,25,31,12,9,15,20.0,9,N
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,1.0,2,3,2,3,1,0.0,0,N
4,3,1,0,6,4,2,0.25,2,2,1,5,1,0,8,0,0,0,15.92,12.57,2516.25,0.07,48,0.08,139.79,200.16,0,1,2,5,0.1,16,32,7,11,20,42.86,8,N
3,1,0,8,4,0,1,0.03,0,1,1,1,1,0,27,0,0,0,112.99,8.79,8721.35,0.33,175,0.11,484.52,992.67,1,0,0,2,0.02,82,93,42,9,44,30.77,35,N
3,3,0,6,0,0,2,0.22,0,1,0,6,1,0,3,2,0,0,20.56,7.56,1173.56,0.05,38,0.13,65.2,155.32,0,0,0,6,0.14,17,21,9,8,14,66.67,9,N
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.5,2,4,2,4,2,0.0,0,N
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,6.86,3.5,84.0,0.01,8,0.29,4.67,24.0,1,0,0,3,1.0,1,7,1,7,1,0.0,0,N
7,19,2,18,1,32,10,0.2,14,5,0,40,1,0,31,0,10,1,36.47,26.65,25908.95,0.32,175,0.04,1439.39,972.05,0,9,16,32,0.17,66,109,26,21,59,38.0,49,N
0,3,5,1,4,4,2,0.22,2,2,1,9,1,0,8,0,0,0,16.92,18.69,5909.86,0.11,72,0.05,328.33,316.25,0,1,2,9,0.13,23,49,8,13,15,38.46,9,N
12,25,16,5,12,44,13,0.14,20,10,0,77,9,0,87,0,0,0,69.2,35.36,86504.3,0.82,387,0.03,4805.79,2446.59,0,12,22,66,0.11,165,222,56,24,118,16.35,92,N
0,1,1,0,1,0,1,0.33,0,1,1,2,1,0,3,0,1,1,7.89,8.0,504.93,0.02,19,0.13,28.05,63.12,1,0,0,3,0.17,4,15,2,8,6,25.0,3,N
0,1,2,0,0,0,1,0.25,0,1,1,3,1,0,4,0,0,0,22.31,4.95,546.71,0.04,26,0.2,30.37,110.45,1,0,0,4,0.17,11,15,10,9,6,0.0,4,N
22,1,12,13,85,0,1,0.05,0,1,1,18,1,0,8,0,1,1,114.32,3.72,1585.48,0.14,83,0.27,88.08,425.73,1,0,0,19,0.01,36,47,29,6,130,92.45,21,N
2,1,1,0,1,0,1,0.14,0,1,1,2,1,0,7,0,0,0,10.8,13.75,2041.35,0.05,38,0.07,113.41,148.46,1,0,0,3,0.08,10,28,4,11,12,12.5,7,N
10,21,15,4,16,38,11,0.27,18,10,0,64,11,1,37,0,0,0,68.57,22.03,33269.8,0.5,269,0.05,1848.32,1510.36,1,10,19,55,0.16,122,147,36,13,69,35.09,41,N
1,5,0,0,0,8,3,0.33,4,1,0,10,1,0,9,1,0,0,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,0,2,4,9,0.25,6,9,4,7,12,0.0,9,N
0,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,0,0,23.8,4.0,380.74,0.03,25,0.25,21.15,95.18,1,0,0,2,0.17,8,17,7,7,6,0.0,4,N
7,9,3,12,1,16,5,0.15,8,2,0,22,1,0,21,0,0,0,37.35,18.77,13157.25,0.23,130,0.05,730.96,701.0,0,4,8,19,0.12,61,69,26,16,43,38.24,33,N
1,1,0,0,0,0,1,0.07,0,1,1,1,1,0,14,5,1,1,57.58,9.45,5141.69,0.18,112,0.11,285.65,544.09,1,0,0,2,0.04,42,70,20,9,23,0.0,14,N
2,11,5,5,0,20,6,0.26,10,5,0,30,4,0,18,0,6,1,34.8,12.29,5260.09,0.14,89,0.08,292.23,427.85,0,5,10,26,0.22,38,51,17,11,27,21.74,23,N
0,5,1,3,0,8,3,0.18,4,1,0,11,1,0,14,1,0,0,11.98,22.0,5797.86,0.09,60,0.05,322.1,263.54,0,2,4,10,0.16,22,38,7,14,19,17.65,17,N
5,5,0,3,4,8,3,0.18,4,1,0,11,1,0,14,3,2,0,21.23,13.64,3947.84,0.1,64,0.07,219.32,289.51,0,2,4,10,0.1,25,39,11,12,30,33.33,17,N
8,7,3,0,5,12,4,0.18,6,3,0,17,1,0,22,0,4,1,19.25,27.0,14034.71,0.17,107,0.04,779.71,519.79,0,3,6,15,0.08,33,74,11,18,49,18.52,22,N
1,3,1,0,0,4,2,0.2,2,1,0,7,1,0,10,4,1,0,17.28,5.79,578.57,0.03,25,0.17,32.14,100.0,0,1,2,7,0.15,9,16,7,9,13,0.0,10,N
0,1,0,0,0,0,1,0.2,0,1,1,1,1,0,5,5,1,1,20.8,3.2,213.02,0.02,21,0.31,11.83,66.57,1,0,0,2,0.14,8,13,5,4,7,0.0,5,N
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,1,0,1,0,1,0.0,0,N
0,3,1,0,3,4,2,0.33,2,1,0,6,1,0,6,0,1,0,17.41,3.5,213.21,0.02,16,0.29,11.85,60.92,0,1,2,6,0.18,7,9,7,7,11,33.33,6,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,0.0,2,N
1,9,2,0,0,10,5,0.71,2,2,0,12,5,1,7,0,5,1,17.33,16.67,4814.21,0.1,63,0.06,267.46,288.85,1,4,5,9,0.45,20,43,9,15,11,0.0,7,N
12,25,3,6,6,50,13,0.14,24,9,0,71,3,0,88,0,0,0,40.25,78.0,244910.47,1.05,536,0.01,13606.14,3139.88,0,13,25,60,0.11,221,315,34,24,114,12.0,94,N
1,3,4,0,0,4,2,0.29,2,2,1,9,1,0,7,0,2,1,16.76,8.13,1106.31,0.05,31,0.12,61.46,136.16,0,1,2,9,0.2,10,21,8,13,10,0.0,7,N
15,25,4,32,2,46,13,0.19,22,9,0,51,8,0,37,1,0,0,29.84,37.04,40946.5,0.37,199,0.03,2274.81,1105.36,0,12,23,40,0.15,71,128,23,24,88,47.89,69,Y
27,15,0,11,12,24,1,0.02,10,1,1,32,1,0,46,0,0,0,35.44,92.28,301801.36,1.09,571,0.01,16766.74,3270.64,1,7,12,26,0.01,223,348,29,24,100,33.33,57,N
2,3,1,4,7,4,2,0.1,2,2,1,6,1,0,16,0,0,0,25.19,19.73,9802.34,0.17,107,0.05,544.57,496.89,0,1,2,6,0.06,31,76,11,14,31,40.74,20,N
4,7,1,0,2,12,4,0.13,6,4,1,14,1,0,30,0,0,0,44.58,6.98,2168.6,0.1,64,0.14,120.48,310.91,0,3,6,12,0.11,31,33,20,9,38,6.25,30,N
4,7,3,0,3,10,4,0.4,4,3,0,14,4,1,10,0,3,0,26.1,9.43,2320.6,0.08,53,0.11,128.91,246.12,1,3,5,12,0.21,24,29,14,11,19,23.08,10,N
0,1,7,0,0,0,1,0.09,0,1,1,8,1,0,11,1,1,1,51.18,4.08,853.31,0.07,45,0.24,47.41,208.97,1,0,0,9,0.08,21,24,18,7,13,0.0,11,N
3,3,2,0,0,4,2,0.25,2,2,1,6,1,0,8,0,0,0,16.97,7.07,848.57,0.04,30,0.14,47.14,120.0,0,1,2,6,0.15,11,19,7,9,13,0.0,8,N
7,3,3,0,6,4,2,0.13,2,2,1,9,1,0,16,2,2,1,23.0,9.5,2075.87,0.07,49,0.11,115.33,218.51,0,1,2,9,0.06,19,30,11,11,31,27.27,16,N
9,27,5,1,11,48,14,0.15,20,8,0,51,11,0,90,10,0,0,40.63,23.63,22676.04,0.32,178,0.04,1259.78,959.83,0,14,24,39,0.11,63,115,24,18,122,11.76,91,N
1,3,0,0,2,4,2,0.5,2,1,0,5,1,0,4,0,2,1,11.71,7.33,629.47,0.03,21,0.14,34.97,85.84,0,1,2,5,0.22,8,13,6,11,9,33.33,4,N
1,3,4,0,0,4,2,0.17,2,1,0,10,1,0,12,0,0,0,24.53,5.06,626.89,0.04,31,0.2,34.83,124.0,0,1,2,10,0.13,13,18,9,7,15,0.0,12,N
4,3,3,0,22,0,2,0.17,0,2,1,7,1,0,12,0,0,0,21.34,9.45,1907.34,0.07,44,0.11,105.96,201.74,0,0,0,7,0.05,16,28,11,13,40,64.7,12,N
1,3,3,0,0,4,2,0.2,2,2,1,8,1,0,10,0,2,1,25.32,5.6,793.95,0.05,34,0.18,44.11,141.78,0,1,2,8,0.17,14,20,10,8,12,0.0,10,N
6,1,0,0,0,0,1,0.14,0,1,1,1,1,0,7,0,0,0,38.44,2.25,194.59,0.03,25,0.44,10.81,86.49,1,0,0,2,0.07,12,13,8,3,15,0.0,7,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1,0,0,3,0.25,3,5,3,5,4,0.0,2,N
3,1,3,0,1,0,1,0.2,0,1,1,4,1,0,5,0,0,0,17.99,5.0,449.73,0.03,26,0.2,24.98,89.95,1,0,0,5,0.09,12,14,6,5,11,16.67,5,N
1,3,1,0,0,0,2,0.5,0,2,1,6,1,0,4,0,2,1,9.08,5.33,258.3,0.02,14,0.19,14.35,48.43,0,0,0,6,0.29,4,10,3,8,7,0.0,4,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1,0,0,3,0.33,4,5,4,4,3,0.0,2,N
1,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,1,1,17.92,3.0,161.32,0.02,15,0.33,8.96,53.77,1,0,0,3,0.17,6,9,6,6,6,0.0,3,N
5,5,7,0,2,8,3,0.14,4,2,0,16,1,0,22,0,2,0,50.43,10.62,5682.29,0.18,102,0.09,315.68,535.29,0,2,4,15,0.1,46,56,26,12,31,8.33,22,N
0,3,0,1,0,4,2,0.67,2,1,0,5,1,0,2,0,2,1,3.48,4.0,55.73,0.0,6,0.25,3.1,13.93,0,1,2,5,0.4,2,4,1,4,5,33.33,3,N
3,1,2,1,1,0,1,0.11,0,1,1,6,1,0,8,0,0,0,40.45,3.09,386.43,0.04,32,0.32,21.47,125.02,1,0,0,7,0.07,17,15,11,4,15,20.0,9,N
0,7,3,1,1,12,4,0.5,6,4,1,15,1,0,7,0,0,0,28.43,11.45,3730.7,0.11,72,0.09,207.26,325.7,0,3,6,13,0.31,21,51,11,12,13,22.22,8,N
0,1,1,4,0,0,1,0.17,0,1,1,2,1,0,2,0,1,1,21.13,9.0,1711.48,0.06,44,0.11,95.08,190.16,1,0,0,3,0.13,18,26,10,10,8,66.67,6,N
5,5,12,0,2,8,3,0.1,4,2,0,26,1,0,31,0,2,0,71.8,13.64,13361.04,0.33,171,0.07,742.28,979.47,0,2,4,25,0.08,76,95,39,14,40,6.06,31,N
2,5,0,0,0,8,3,0.21,4,1,0,9,3,1,14,0,0,0,13.88,10.21,1448.16,0.05,34,0.1,80.45,141.78,1,2,4,8,0.17,13,21,7,11,18,0.0,14,N
1,3,1,0,2,4,2,0.29,2,1,0,6,1,0,7,0,2,1,27.15,4.45,538.68,0.04,29,0.22,29.93,120.93,0,1,2,6,0.17,14,15,11,7,12,22.22,7,N
1,1,1,0,17,0,1,0.1,0,1,1,10,1,0,10,0,1,1,43.56,6.92,2088.02,0.1,71,0.14,116.0,301.6,1,0,0,11,0.03,30,41,13,6,30,62.96,10,N
1,1,2,0,1,0,1,0.17,0,1,1,3,1,0,6,0,0,0,20.58,10.5,2269.01,0.07,50,0.1,126.06,216.1,1,0,0,4,0.1,14,36,8,12,10,14.29,6,N
0,3,0,0,0,4,2,0.17,2,1,0,6,1,0,12,4,1,0,29.02,13.6,5367.32,0.13,83,0.07,298.18,394.66,0,1,2,6,0.11,34,49,15,12,19,0.0,12,N
8,17,11,32,3,12,13,0.16,6,10,0,43,4,0,48,0,0,0,34.8,34.72,41961.57,0.4,212,0.03,2331.2,1208.49,0,3,6,32,0.14,75,137,27,25,93,42.17,80,N
2,1,0,0,3,0,1,0.07,0,1,1,1,1,0,15,0,0,0,49.33,8.0,3157.25,0.13,83,0.13,175.4,394.66,1,0,0,2,0.05,38,45,19,8,22,16.67,15,N
1,1,1,4,0,0,1,0.2,0,1,1,2,1,0,1,0,1,1,20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.13,7,10,7,6,8,80.0,5,N
0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,20.68,1,0,0,3,0.25,3,5,2,4,4,0.0,3,N
2,3,3,1,1,4,2,0.25,2,2,1,7,1,0,7,0,2,1,21.65,7.39,1182.22,0.05,40,0.14,65.68,160.0,0,1,2,7,0.15,19,21,9,7,13,22.22,8,N
5,11,5,0,7,20,6,0.3,10,5,0,23,1,0,20,0,6,1,18.59,38.0,26850.51,0.24,144,0.03,1491.69,706.59,0,5,10,19,0.17,44,100,11,19,35,25.93,20,N
3,3,1,0,3,4,2,0.29,2,2,1,8,1,0,7,0,0,0,9.87,6.75,449.6,0.02,18,0.15,24.98,66.61,0,1,2,8,0.09,6,12,4,9,22,30.0,7,N
5,13,9,0,7,20,7,0.29,8,4,0,32,6,0,24,0,5,0,49.18,11.8,6842.92,0.19,109,0.08,380.16,580.09,0,6,10,27,0.18,49,60,27,13,38,22.58,24,N
0,3,1,0,0,0,2,0.5,0,2,1,6,1,0,4,0,2,1,9.25,4.67,201.53,0.01,13,0.21,11.2,43.19,0,0,0,6,0.33,4,9,3,7,6,0.0,4,N
1,11,1,1,8,16,6,0.5,6,1,0,18,1,0,11,0,0,0,14.66,18.2,4857.4,0.09,59,0.05,269.86,266.89,0,5,8,14,0.25,28,31,10,13,24,45.0,12,N
20,21,4,0,80,40,11,0.17,20,10,0,51,1,0,63,0,0,0,28.39,77.78,171770.62,0.74,382,0.01,9542.81,2208.48,0,10,20,42,0.04,150,232,27,28,248,55.94,63,N
0,1,1,0,1,0,1,0.5,0,1,1,2,1,0,2,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.2,1,5,1,5,5,33.33,2,N
5,11,5,0,7,20,6,0.3,10,5,0,23,1,0,20,0,0,0,18.59,38.0,26850.51,0.24,144,0.03,1491.69,706.59,0,5,10,19,0.17,44,100,11,19,35,25.93,20,N
0,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,0,0,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,1,0,0,2,0.17,6,7,5,3,6,50.0,4,N
1,3,4,0,2,4,2,0.17,2,2,1,8,1,0,12,0,2,1,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,0,1,2,8,0.12,13,18,8,11,17,14.29,12,N
0,3,0,1,0,4,2,0.67,2,1,0,5,1,0,2,0,0,0,3.48,4.0,55.73,0.0,6,0.25,3.1,13.93,0,1,2,5,0.4,2,4,1,4,5,33.33,3,N
26,29,6,13,12,0,1,0.02,0,1,1,61,1,0,47,0,1,1,45.0,22.17,22112.96,0.33,175,0.05,1228.5,997.58,1,0,0,48,0.01,77,98,33,19,100,34.72,60,N
5,9,3,0,1,16,5,0.24,8,3,0,19,1,0,21,0,0,0,19.21,19.0,6935.0,0.12,73,0.05,385.28,365.0,0,4,8,16,0.17,26,47,13,19,29,4.55,21,N
0,3,0,0,0,4,2,0.67,2,1,0,5,1,0,3,0,2,1,5.07,8.75,388.32,0.01,14,0.11,21.57,44.38,0,1,2,5,0.4,5,9,2,7,5,0.0,3,N
8,5,3,4,3,8,3,0.08,4,3,1,16,1,0,34,0,0,0,41.8,21.67,19620.65,0.3,178,0.05,1090.04,905.57,0,2,4,15,0.06,70,108,21,13,51,17.07,38,Y
1,1,0,2,1,0,1,0.1,0,1,1,1,1,0,8,0,0,0,62.55,3.0,562.94,0.06,45,0.33,31.27,187.65,1,0,0,2,0.07,21,24,14,4,14,27.27,10,N
7,1,0,3,0,0,1,0.06,0,1,1,1,1,0,13,0,0,0,84.28,3.33,936.48,0.09,63,0.3,52.03,280.94,1,0,0,2,0.04,30,33,18,4,25,18.75,16,N
6,1,1,6,10,0,1,0.04,0,1,1,7,1,0,18,0,0,0,60.8,10.87,7182.78,0.22,131,0.09,399.04,660.82,1,0,0,8,0.02,50,81,23,10,42,47.06,24,N
2,1,0,0,0,0,1,0.07,0,1,1,1,1,0,14,1,0,0,15.29,13.8,2912.15,0.07,61,0.07,161.79,211.03,1,0,0,2,0.06,23,38,5,6,18,0.0,14,N
8,23,2,11,1,40,12,0.32,18,3,0,40,1,0,27,0,4,0,29.02,11.14,3602.85,0.11,68,0.09,200.16,323.33,0,11,20,30,0.24,24,44,14,13,49,30.77,38,N
1,3,1,0,2,4,2,0.22,2,1,0,6,1,0,9,0,0,0,33.0,4.85,774.95,0.05,37,0.21,43.05,159.91,0,1,2,6,0.14,18,19,13,7,14,18.18,9,N
6,5,2,10,0,8,3,0.12,4,1,0,13,1,0,15,1,2,0,22.9,11.46,3006.28,0.09,58,0.09,167.02,262.37,0,2,4,12,0.09,25,33,12,11,33,40.0,25,N
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,N
7,1,0,0,7,0,1,0.25,0,1,1,1,1,0,4,0,0,0,17.17,2.4,98.9,0.01,13,0.42,5.49,41.21,1,0,0,2,0.05,6,7,5,4,20,63.64,4,N
0,5,1,0,1,8,3,0.3,4,1,0,9,1,0,10,0,2,0,15.82,9.29,1364.49,0.05,34,0.11,75.81,146.95,0,2,4,8,0.23,10,24,7,13,13,9.09,10,N
6,11,13,0,8,20,1,0.03,10,1,1,36,1,0,40,0,1,1,64.51,16.04,16601.02,0.34,170,0.06,922.28,1034.86,1,5,10,32,0.02,77,93,48,20,56,16.67,40,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,1,1,1,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,1,0,0,3,0.25,4,8,4,7,4,0.0,2,N
8,5,2,4,3,8,3,0.08,4,3,1,18,1,0,34,0,2,0,43.4,21.27,19640.49,0.31,180,0.05,1091.14,923.27,0,2,4,17,0.06,72,108,22,13,51,17.07,38,Y
0,5,1,0,0,0,3,0.43,0,2,0,7,3,1,7,0,0,0,12.73,6.75,580.17,0.03,22,0.15,32.22,85.95,1,0,0,6,0.33,9,13,6,9,9,0.0,7,N
8,11,2,14,4,20,6,0.18,10,3,0,27,1,0,20,0,0,0,26.76,22.02,12978.67,0.2,110,0.05,721.04,589.33,0,5,10,23,0.13,51,59,22,19,48,47.37,34,N
5,7,9,1,4,12,4,0.15,6,4,1,30,1,0,26,0,0,0,72.57,10.48,7975.84,0.25,142,0.1,443.1,760.77,0,3,6,28,0.11,65,77,31,10,38,16.12,27,N
7,13,2,9,7,10,9,0.21,4,5,0,42,3,0,33,0,7,0,22.48,40.3,36506.33,0.3,164,0.02,2028.13,905.86,0,3,5,35,0.16,62,102,20,26,58,32.65,42,Y
4,5,6,0,3,8,3,0.14,4,2,0,15,1,0,21,0,2,0,52.5,8.33,3646.02,0.15,86,0.12,202.56,437.52,0,2,4,14,0.1,40,46,24,10,30,12.5,21,N
