LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,N
1,5,0,0,3,3,1,8,14.8,6.3,587.22,0.03,26,0.16,32.61,93.21,9,17,5,7,11,N
7,13,0,3,7,7,1,57,66.4,13.81,12667.99,0.31,167,0.07,703.78,917.14,68,99,32,13,73,N
11,11,4,10,6,4,5,45,52.0,14.5,10932.56,0.25,135,0.07,607.36,753.97,58,77,32,16,74,Y
9,6,0,5,4,2,1,36,38.05,12.5,5945.41,0.16,92,0.08,330.3,475.63,35,57,21,15,54,N
0,1,0,0,1,1,1,5,12.0,3.0,108.0,0.01,12,0.33,6.0,36.0,6,6,4,4,7,N
0,1,0,0,1,1,1,5,22.5,2.0,90.0,0.02,15,0.5,5.0,45.0,4,11,4,4,7,Y
20,15,0,1,8,8,1,64,58.98,18.15,19426.48,0.36,186,0.06,1079.25,1070.41,79,107,37,17,91,N
0,3,0,0,2,2,1,9,11.78,7.0,577.18,0.03,23,0.14,32.07,82.45,10,13,5,7,13,N
0,1,0,0,1,1,1,4,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,4,8,4,7,6,N
9,33,0,9,17,16,8,96,61.92,25.0,38702.28,0.52,260,0.04,2150.13,1548.09,105,155,42,20,116,N
8,17,0,0,9,5,9,29,34.9,35.34,43599.82,0.41,208,0.03,2422.21,1233.59,78,130,32,29,39,Y
0,1,0,0,1,1,1,7,20.0,5.0,500.0,0.03,25,0.2,27.78,100.0,10,15,8,8,12,N
0,1,1,0,1,1,1,4,14.62,2.5,91.35,0.01,11,0.4,5.08,36.54,5,6,5,5,8,N
1,1,0,3,1,1,1,18,33.76,9.64,3139.06,0.11,71,0.1,174.39,325.53,27,44,14,10,25,N
1,11,1,3,6,5,5,39,46.6,15.65,11417.66,0.24,139,0.06,634.31,729.46,48,91,23,15,52,N
6,29,0,0,15,14,1,78,61.44,23.54,34054.0,0.48,255,0.04,1891.89,1446.47,103,152,35,16,88,N
1,9,0,0,5,1,5,10,8.25,18.2,2732.13,0.05,36,0.05,151.79,150.12,14,22,5,13,13,N
9,26,0,11,14,13,8,110,70.65,28.71,58255.33,0.68,331,0.03,3236.41,2028.79,134,197,49,21,132,Y
1,3,0,0,2,2,1,12,16.58,9.17,1393.33,0.05,38,0.11,77.41,152.0,11,27,6,10,15,N
10,9,0,0,5,5,1,28,33.91,19.88,13396.54,0.22,125,0.05,744.25,674.04,53,72,24,18,40,Y
18,17,0,1,9,9,6,52,57.39,30.43,53155.21,0.58,284,0.03,2953.07,1746.53,112,172,46,25,75,Y
0,3,0,0,2,2,1,8,6.82,12.83,1123.8,0.03,23,0.08,62.43,87.57,7,16,3,11,10,Y
0,1,0,0,1,1,1,1,8.0,1.0,8.0,0.0,4,1.0,0.44,8.0,2,2,2,2,2,N
5,9,0,0,5,4,3,15,27.18,25.0,16984.95,0.23,123,0.04,943.61,679.4,42,81,21,25,22,Y
0,7,0,0,4,3,3,15,15.15,8.25,1031.42,0.04,32,0.12,57.3,125.02,11,21,6,9,17,Y
0,1,0,1,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,5,N
0,1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,4,N
0,1,0,0,1,1,1,5,16.0,0.5,4.0,0.0,4,2.0,0.22,8.0,3,1,3,1,8,N
1,1,0,0,1,1,1,18,25.75,3.33,286.12,0.03,21,0.3,15.9,85.84,16,5,12,5,30,Y
6,21,0,2,12,11,1,38,36.31,26.92,26321.9,0.33,177,0.04,1462.33,977.67,70,107,26,20,48,Y
1,7,0,0,4,1,1,22,23.68,11.42,3090.09,0.09,59,0.09,171.67,270.51,27,32,13,11,28,N
0,3,0,0,2,2,1,13,51.49,5.41,1507.89,0.09,60,0.18,83.77,278.63,23,37,17,8,15,N
7,5,0,11,3,3,1,25,33.08,12.19,4914.15,0.13,83,0.08,273.01,403.21,30,53,16,13,45,Y
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,4,0.0,0.0,6.34,4,0,3,0,1,N
0,1,0,0,1,1,1,6,14.69,4.67,319.82,0.02,18,0.21,17.77,68.53,7,11,6,8,11,N
3,7,0,0,4,4,1,41,47.63,11.74,6563.25,0.19,109,0.09,364.63,559.09,45,64,23,12,49,N
0,1,0,0,1,1,1,5,26.64,2.5,166.52,0.02,18,0.4,9.25,66.61,8,10,8,5,10,Y
0,1,0,0,1,1,1,7,31.02,0.5,7.75,0.01,6,2.0,0.43,15.51,5,1,5,1,11,N
1,5,0,0,3,3,1,9,19.93,2.5,124.57,0.02,15,0.4,6.92,49.83,5,10,5,5,12,Y
9,3,0,6,2,2,1,17,22.36,11.0,2705.67,0.08,56,0.09,150.31,245.97,20,36,10,11,34,N
0,1,0,0,1,1,1,0,13.93,1.0,13.93,0.0,6,1.0,0.77,13.93,3,3,3,2,4,N
0,3,0,0,2,1,1,0,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,2,N
0,1,0,0,1,1,1,5,23.25,3.0,209.28,0.02,21,0.33,11.63,69.76,6,15,5,5,7,N
2,1,0,3,1,1,1,5,20.84,3.94,323.05,0.03,21,0.25,17.95,82.04,9,12,8,7,12,N
0,3,0,0,2,2,1,13,20.46,8.8,1584.75,0.06,41,0.11,88.04,180.09,16,25,10,11,15,N
0,5,0,0,3,3,1,14,12.82,9.75,1218.95,0.04,32,0.1,67.72,125.02,13,19,6,9,16,N
1,5,0,0,3,3,1,21,22.65,10.67,2576.83,0.08,55,0.09,143.16,241.58,16,39,9,12,24,N
0,1,0,0,1,1,1,3,14.4,2.5,90.0,0.01,12,0.4,5.0,36.0,3,9,3,5,5,N
0,7,0,0,4,4,1,19,36.6,8.29,2512.57,0.1,68,0.12,139.59,303.24,29,39,14,8,24,N
4,1,0,3,1,1,1,5,16.84,2.67,119.78,0.01,16,0.38,6.65,44.92,4,12,3,4,14,N
2,1,0,2,1,1,1,7,21.07,5.63,666.77,0.04,29,0.18,37.04,118.54,10,19,8,9,14,Y
3,11,0,0,6,5,1,22,37.35,18.67,13013.89,0.23,131,0.05,722.99,697.17,56,75,24,16,27,Y
1,3,0,1,2,2,1,13,19.03,5.25,524.54,0.03,27,0.19,29.14,99.91,9,18,6,7,17,N
1,3,0,0,2,1,1,9,18.26,10.05,1842.32,0.06,40,0.1,102.35,183.4,17,23,11,13,13,N
8,19,0,0,10,10,1,47,46.95,13.0,7935.0,0.2,119,0.08,440.83,610.38,39,80,21,14,57,N
25,31,0,26,16,14,10,123,90.59,27.24,67213.15,0.82,385,0.04,3734.06,2467.62,156,229,63,22,176,Y
0,3,0,0,2,2,1,4,15.2,5.0,380.0,0.03,19,0.2,21.11,76.0,6,13,6,10,6,N
1,1,0,0,1,1,1,4,13.84,3.0,124.54,0.01,12,0.33,6.92,41.51,5,7,5,6,7,N
0,3,0,0,2,2,1,5,6.64,5.25,183.06,0.01,11,0.19,10.17,34.87,3,8,2,7,7,Y
0,1,0,0,1,1,1,6,14.69,4.67,319.82,0.02,18,0.21,17.77,68.53,7,11,6,8,10,N
1,7,0,0,4,4,1,52,58.78,18.5,20116.66,0.36,198,0.05,1117.59,1087.39,74,124,30,15,57,Y
10,35,0,3,18,14,13,80,54.04,24.75,33105.44,0.45,237,0.04,1839.19,1337.59,88,149,32,18,95,N
1,3,0,0,2,2,1,9,13.4,8.36,936.0,0.04,28,0.12,52.0,112.0,13,15,7,9,12,N
2,13,0,0,7,6,3,32,26.84,13.43,4843.41,0.12,75,0.07,269.08,360.55,31,44,15,13,36,Y
6,21,0,2,11,11,8,49,43.32,16.23,11407.1,0.23,133,0.06,633.73,702.96,42,91,22,17,59,N
0,1,0,0,1,1,1,2,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,6,1,5,4,N
2,1,0,0,1,1,1,6,14.27,4.67,310.84,0.02,18,0.21,17.27,66.61,8,10,6,7,12,Y
9,11,0,0,6,6,4,25,36.26,22.31,18050.6,0.27,151,0.04,1002.81,808.99,63,88,24,17,36,N
0,1,0,1,1,1,1,3,13.29,3.0,119.59,0.01,12,0.33,6.64,39.86,4,8,4,6,6,Y
0,3,0,0,2,2,1,17,24.6,6.5,1039.42,0.05,37,0.15,57.75,159.91,13,24,10,10,19,N
1,3,0,0,2,2,1,9,13.18,5.25,363.24,0.02,20,0.19,20.18,69.19,6,14,4,7,16,N
1,3,0,0,2,2,1,57,166.37,5.47,4976.76,0.3,156,0.18,276.49,909.93,67,89,49,8,60,N
10,29,0,0,15,15,9,72,53.35,25.26,34029.33,0.45,230,0.04,1890.52,1347.34,89,141,37,21,84,Y
2,7,0,0,4,4,1,17,19.61,14.3,4010.59,0.09,62,0.07,222.81,280.46,22,40,10,13,21,N
6,5,0,0,3,3,1,17,25.92,9.43,2304.56,0.08,52,0.11,128.03,244.42,22,30,14,12,26,N
3,9,0,2,5,3,1,27,34.19,10.94,4092.71,0.12,77,0.09,227.37,374.06,31,46,17,12,34,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,1,0,3,N
3,10,0,1,4,4,3,44,73.68,12.57,11648.46,0.31,165,0.08,647.14,926.43,57,108,34,15,50,N
5,11,0,2,6,5,5,41,40.21,20.0,16084.69,0.27,144,0.05,893.59,804.23,56,88,28,20,50,Y
5,15,0,2,8,8,6,37,51.81,14.86,11436.73,0.26,141,0.07,635.37,769.78,52,89,28,16,46,Y
1,3,0,0,2,2,1,6,9.9,3.33,110.0,0.01,11,0.3,6.11,33.0,4,7,3,5,9,N
1,3,0,0,2,2,1,6,14.78,12.19,2194.79,0.06,41,0.08,121.93,180.09,15,26,8,13,9,Y
4,5,0,2,3,3,1,35,50.53,11.27,6423.73,0.19,115,0.09,356.87,569.73,41,74,20,11,43,Y
0,1,0,0,1,1,1,3,16.73,3.0,150.57,0.02,14,0.33,8.36,50.19,6,8,6,6,7,N
0,6,0,0,4,4,1,35,132.09,7.78,7990.75,0.34,186,0.13,443.93,1027.38,56,130,36,10,37,N
0,1,0,4,1,1,1,6,15.22,3.75,213.97,0.02,18,0.27,11.89,57.06,6,12,4,5,12,N
0,1,0,0,1,1,1,3,7.49,3.75,105.28,0.01,10,0.27,5.85,28.07,3,7,2,5,5,Y
10,23,1,6,12,10,8,53,54.22,23.42,29746.87,0.42,215,0.04,1652.6,1269.98,87,128,39,21,72,Y
0,1,0,0,1,1,1,14,66.16,5.64,2101.93,0.12,76,0.18,116.77,372.92,31,45,22,8,24,N
3,15,0,4,8,7,3,40,32.95,14.67,7088.53,0.16,95,0.07,393.81,483.31,33,62,18,16,49,N
1,1,0,0,1,1,1,4,26.05,3.0,234.41,0.03,20,0.33,13.02,78.14,9,11,9,6,9,N
1,3,0,0,2,2,1,10,17.59,6.87,831.38,0.04,29,0.15,46.19,120.93,11,18,8,10,13,N
3,3,0,5,2,1,1,8,9.55,9.0,773.56,0.03,22,0.11,42.98,85.95,9,13,5,10,19,N
1,1,0,0,1,1,1,8,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,5,8,5,7,13,N
4,13,0,0,7,7,3,44,44.46,21.67,20870.83,0.32,181,0.05,1159.49,963.27,65,116,24,16,53,N
0,1,0,0,1,1,1,5,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,7,N
1,5,0,1,3,3,3,12,15.47,7.5,870.0,0.04,29,0.13,48.33,116.0,9,20,6,10,17,N
2,1,0,1,1,1,1,7,22.4,5.0,560.0,0.04,28,0.2,31.11,112.0,10,18,8,8,15,N
0,1,0,0,1,1,1,0,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,2,N
0,1,0,0,1,1,1,8,24.81,3.94,384.58,0.03,25,0.25,21.37,97.67,9,16,8,7,11,N
1,3,0,0,2,2,1,9,17.66,6.86,830.49,0.04,31,0.15,46.14,121.11,12,19,7,8,14,N
1,1,0,0,1,1,1,6,23.54,4.81,545.26,0.04,29,0.21,30.29,113.3,11,18,8,7,11,N
0,1,0,0,1,1,1,7,91.38,1.0,91.38,0.03,24,1.0,5.08,91.38,12,12,12,2,14,N
0,1,0,0,1,1,1,3,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,2,1,2,1,5,N
0,1,0,0,1,1,1,2,12.85,3.5,157.4,0.01,13,0.29,8.74,44.97,4,9,4,7,6,N
0,1,0,0,1,1,1,3,4.0,0.5,1.0,0.0,2,2.0,0.06,2.0,1,1,1,1,4,N
3,5,1,2,3,3,1,29,44.93,10.05,4534.29,0.15,88,0.1,251.9,451.38,34,54,22,13,40,Y
3,9,0,4,5,5,1,41,52.11,11.93,7411.68,0.21,116,0.08,411.76,621.48,46,70,27,14,50,Y
0,1,0,0,1,1,1,9,33.22,5.33,945.06,0.06,41,0.19,52.5,177.2,16,25,12,8,15,Y
0,3,0,0,2,2,1,13,21.32,5.0,533.03,0.04,28,0.2,29.61,106.61,10,18,7,7,15,N
0,1,0,0,1,1,1,10,39.43,5.43,1162.0,0.07,48,0.18,64.56,214.05,19,29,14,8,16,N
7,21,0,7,11,11,1,60,67.96,19.4,25571.05,0.44,227,0.05,1420.61,1318.27,89,138,39,17,78,Y
5,13,0,1,7,5,6,39,34.05,21.07,15107.52,0.24,133,0.05,839.31,717.18,51,82,23,19,47,N
2,3,1,10,2,2,1,6,11.53,6.42,474.89,0.02,20,0.16,26.38,74.01,11,9,6,7,20,Y
3,1,0,1,1,1,1,9,29.28,6.0,1054.16,0.06,40,0.17,58.56,175.69,16,24,12,9,17,N
4,5,0,0,3,1,1,9,11.42,9.33,994.99,0.04,28,0.11,55.28,106.61,14,14,6,8,15,N
0,1,0,0,1,1,1,4,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,5,9,5,7,7,N
2,3,0,1,2,2,1,12,25.77,6.82,1197.9,0.06,40,0.15,66.55,175.69,15,25,11,10,19,N
4,3,0,5,2,2,1,15,22.41,8.0,1434.45,0.06,43,0.13,79.69,179.31,16,27,9,9,26,N
0,3,0,0,2,1,1,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,N
5,7,0,0,4,3,3,22,34.99,9.95,3462.31,0.12,69,0.1,192.35,348.06,27,42,19,14,29,Y
2,3,0,0,2,2,1,13,33.42,7.71,1989.07,0.09,57,0.13,110.5,257.83,24,33,14,9,21,N
1,1,0,0,1,1,1,8,32.53,4.9,781.11,0.05,39,0.2,43.4,159.41,14,25,10,7,12,N
5,3,0,4,2,2,1,27,34.3,13.0,5796.41,0.15,90,0.08,322.02,445.88,36,54,18,13,38,Y
2,8,0,1,5,5,3,33,41.08,11.42,5357.94,0.16,93,0.09,297.66,469.13,31,62,19,14,37,N
15,23,0,2,12,12,6,97,137.08,18.0,44415.05,0.82,382,0.06,2467.5,2467.5,140,242,70,18,116,Y
11,29,0,0,15,3,14,52,40.24,41.3,68641.45,0.55,293,0.02,3813.41,1662.02,118,175,30,21,70,Y
10,11,0,0,6,6,3,26,43.01,20.8,18609.99,0.3,167,0.05,1033.89,894.71,65,102,25,16,38,Y
0,3,1,1,2,2,1,6,20.31,3.0,182.83,0.02,17,0.33,10.16,60.94,6,11,6,6,10,N
5,10,0,2,6,5,1,48,73.18,15.47,17523.69,0.38,195,0.06,973.54,1132.43,71,124,39,17,57,Y
5,23,0,9,12,11,5,104,77.47,23.29,42021.08,0.6,315,0.04,2334.5,1804.29,118,197,38,15,120,N
2,1,1,1,1,1,1,23,84.67,5.6,2655.37,0.16,94,0.18,147.52,474.17,35,59,25,8,30,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,6,N
2,15,0,5,8,8,3,75,78.07,15.17,17957.52,0.39,212,0.07,997.64,1184.01,91,121,36,12,92,Y
0,3,0,3,2,2,1,7,19.03,3.5,233.13,0.02,18,0.29,12.95,66.61,6,12,6,7,12,N
1,1,0,0,1,1,1,7,13.21,2.4,76.08,0.01,10,0.42,4.23,31.7,6,4,5,4,13,N
15,12,0,4,7,6,3,71,50.21,29.86,44757.43,0.5,257,0.03,2486.52,1499.05,95,162,35,22,93,Y
0,8,0,0,5,5,1,47,60.05,9.65,5594.49,0.19,113,0.1,310.8,579.61,37,76,23,12,53,Y
2,7,0,0,4,4,1,25,68.24,12.33,10369.98,0.28,156,0.08,576.11,841.2,55,101,29,13,32,N
3,1,0,4,1,1,1,5,18.6,2.5,116.27,0.02,14,0.4,6.46,46.51,5,9,5,5,14,N
1,5,0,0,4,1,1,13,17.59,8.94,1404.74,0.05,37,0.11,78.04,157.17,13,24,8,11,16,N
4,13,0,0,7,7,1,46,23.36,26.13,15946.3,0.2,119,0.04,885.91,610.38,44,75,16,19,52,N
1,1,0,0,1,1,1,3,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,6,Y
6,7,0,2,4,3,1,18,33.65,8.8,2605.92,0.1,63,0.11,144.77,296.13,24,39,15,11,28,N
7,13,0,2,7,5,1,45,49.64,12.16,7337.87,0.2,123,0.08,407.66,603.55,42,81,19,11,56,N
16,42,0,4,22,16,6,130,101.78,29.75,90061.35,1.01,463,0.03,5003.41,3027.63,192,271,71,22,152,Y
4,8,0,1,5,5,3,35,37.44,13.22,6545.0,0.17,99,0.08,363.61,495.0,34,65,18,14,44,N
14,5,0,5,3,2,1,33,71.67,7.5,4031.36,0.18,101,0.13,223.96,537.51,45,56,30,10,56,Y
28,29,3,11,15,14,8,90,59.7,30.22,54519.67,0.6,303,0.03,3028.87,1804.12,118,185,41,21,134,Y
3,7,0,3,4,4,3,27,42.34,11.57,5663.36,0.16,94,0.09,314.63,489.69,38,56,23,14,38,N
4,3,0,0,2,2,1,11,14.28,5.33,406.12,0.03,20,0.19,22.56,76.15,8,12,6,8,17,N
5,9,2,6,5,4,5,31,33.81,17.27,10086.81,0.19,109,0.06,560.38,583.97,40,69,22,19,46,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,7,N
5,27,0,2,14,14,1,88,53.32,30.12,48369.03,0.54,273,0.03,2687.17,1605.96,109,164,38,21,97,Y
0,1,0,0,1,1,1,4,11.95,4.5,241.98,0.02,15,0.22,13.44,53.77,3,12,3,9,6,N
3,5,0,0,3,3,3,19,47.56,6.56,2048.33,0.1,69,0.15,113.8,312.13,30,39,16,7,24,N
1,9,0,3,5,5,5,33,60.36,11.22,7594.91,0.23,132,0.09,421.94,677.07,43,89,23,12,39,N
3,5,0,0,3,3,1,21,29.25,9.53,2658.15,0.09,58,0.1,147.67,278.83,22,36,15,13,27,N
0,1,0,0,1,1,1,11,16.84,2.0,67.38,0.01,12,0.5,3.74,33.69,10,2,5,2,13,N
6,15,0,6,8,8,5,85,51.86,30.88,49456.13,0.53,277,0.03,2747.56,1601.44,100,177,34,21,99,Y
3,7,0,0,4,4,1,37,40.7,12.9,6772.5,0.18,105,0.08,376.25,525.0,43,62,20,12,43,N
15,89,0,9,45,45,7,262,116.45,44.9,234743.54,1.74,794,0.02,13041.31,5228.46,285,509,73,23,288,Y
2,3,0,0,2,2,1,14,20.81,10.0,2081.48,0.07,49,0.1,115.64,208.15,18,31,9,10,20,N
0,1,0,0,1,1,1,0,11.09,4.0,177.52,0.01,14,0.25,9.86,44.38,1,13,1,8,3,N
2,5,0,2,3,3,1,38,37.74,16.0,9661.93,0.2,127,0.06,536.77,603.87,40,87,15,12,44,Y
0,1,0,0,1,1,1,6,16.34,3.6,211.72,0.02,17,0.28,11.76,58.81,6,11,5,6,8,N
0,3,0,0,2,2,1,12,29.54,4.8,680.53,0.05,34,0.21,37.81,141.78,12,22,10,8,14,N
14,33,0,0,17,15,3,82,60.01,31.25,58603.66,0.63,307,0.03,3255.76,1875.32,125,182,46,23,98,Y
1,9,0,0,5,5,1,20,25.72,14.5,5407.39,0.12,76,0.07,300.41,372.92,29,47,15,15,23,N
16,39,0,0,20,6,5,52,60.88,41.5,104852.1,0.84,418,0.02,5825.12,2526.56,166,252,44,22,70,N
2,5,2,1,3,3,1,13,18.01,8.67,1352.69,0.05,35,0.12,75.15,156.08,12,23,9,13,20,N
1,5,0,0,3,3,1,20,26.23,9.55,2389.82,0.08,57,0.1,132.77,250.36,21,36,11,10,25,N
0,1,0,0,1,1,1,3,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,5,N
0,3,0,0,2,2,1,14,19.46,7.5,1094.61,0.05,35,0.13,60.81,145.95,12,23,8,10,17,N
9,13,0,3,7,7,1,47,81.45,11.57,10906.35,0.31,167,0.09,605.91,942.52,54,113,35,15,61,Y
13,13,0,2,7,6,5,55,48.24,18.94,17312.29,0.3,156,0.05,961.79,913.85,62,94,36,22,72,N
18,31,0,27,16,13,12,137,86.96,33.6,98179.22,0.97,437,0.03,5454.4,2922.0,180,257,75,28,184,Y
1,13,0,2,7,7,1,42,44.97,17.82,14278.39,0.27,155,0.06,793.24,801.34,56,99,22,14,48,Y
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.01,6,0.0,0.0,15.51,0,6,0,6,1,N
0,1,0,0,1,1,1,4,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,7,N
2,3,0,0,2,2,1,13,36.95,5.91,1289.11,0.07,47,0.17,71.62,218.26,21,26,16,9,26,N
0,3,2,1,2,2,1,5,19.03,3.5,233.13,0.02,18,0.29,12.95,66.61,6,12,6,7,10,N
2,9,0,0,5,5,3,28,39.09,14.71,8458.55,0.19,115,0.07,469.92,575.0,43,72,19,13,34,N
2,3,0,0,2,2,1,14,19.71,6.43,814.57,0.04,31,0.16,45.25,126.71,9,22,7,10,18,N
16,37,1,2,19,16,7,93,85.04,18.98,30630.91,0.54,269,0.05,1701.72,1614.0,97,172,46,18,118,N
3,6,0,0,2,2,1,36,80.38,9.93,7927.7,0.27,149,0.1,440.43,798.28,48,101,29,12,41,N
12,13,3,5,7,6,1,61,79.31,16.55,21710.74,0.44,224,0.06,1206.15,1312.19,104,120,44,14,83,N
2,5,0,0,3,3,1,14,18.22,9.0,1476.0,0.05,41,0.11,82.0,164.0,14,27,7,9,18,N
3,21,1,1,11,11,1,52,49.35,14.67,10627.05,0.24,138,0.07,590.39,724.21,45,93,23,15,59,N
4,11,0,4,6,6,1,42,55.71,12.25,8359.77,0.23,132,0.08,464.43,682.43,49,83,24,12,52,N
12,11,1,8,6,5,4,60,43.97,23.74,24784.89,0.35,189,0.04,1376.94,1043.95,81,108,29,17,89,Y
1,1,0,0,1,1,1,14,28.02,6.27,1102.5,0.06,43,0.16,61.25,175.76,23,20,11,6,16,Y
3,3,0,0,2,2,1,18,17.8,8.5,1285.77,0.05,35,0.12,71.43,151.27,17,18,10,10,25,N
19,37,0,11,19,14,12,116,68.05,37.49,95656.09,0.85,396,0.03,5314.23,2551.41,158,238,59,28,148,N
3,1,0,1,1,1,1,6,22.83,3.33,253.69,0.03,22,0.3,14.09,76.11,8,14,6,5,12,Y
1,1,0,0,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,6,Y
0,1,0,4,1,1,1,6,15.22,3.75,213.97,0.02,18,0.27,11.89,57.06,6,12,4,5,19,N
0,1,0,0,1,1,1,13,55.66,5.89,1933.99,0.11,69,0.17,107.44,328.09,28,41,19,8,18,N
0,1,0,3,1,1,1,6,15.22,3.75,213.97,0.02,18,0.27,11.89,57.06,6,12,4,5,11,N
0,5,0,0,3,1,3,3,9.62,10.4,1040.81,0.03,24,0.1,57.82,100.08,8,16,5,13,5,N
0,5,0,0,3,3,1,15,21.79,8.67,1636.87,0.06,43,0.12,90.94,188.87,13,30,9,12,17,N
0,3,0,0,2,2,1,9,17.13,6.0,616.79,0.03,27,0.17,34.27,102.8,9,18,6,8,11,N
6,23,0,7,12,12,7,97,63.6,25.9,42656.7,0.55,280,0.04,2369.82,1647.14,101,179,39,20,112,N
6,11,0,1,6,6,5,26,36.3,11.38,4697.06,0.14,85,0.09,260.95,412.93,28,57,16,13,35,N
1,3,0,0,2,2,1,8,16.68,6.87,788.52,0.04,27,0.15,43.81,114.69,10,17,8,11,12,N
0,1,0,0,1,1,1,16,58.94,4.38,1128.06,0.09,57,0.23,62.67,257.83,20,37,16,7,20,N
0,3,0,0,2,2,1,13,15.56,6.43,642.86,0.03,25,0.16,35.71,100.0,10,15,7,9,16,N
0,3,0,0,2,2,1,14,16.67,7.5,937.65,0.04,32,0.13,52.09,125.02,10,22,6,9,16,N
0,3,0,0,2,2,1,8,15.23,5.5,460.69,0.03,22,0.18,25.59,83.76,11,11,7,7,10,N
3,5,0,0,3,3,1,21,34.53,8.65,2585.61,0.1,67,0.12,143.65,298.78,25,42,13,9,26,N
9,5,0,11,3,3,1,24,25.84,11.0,3126.94,0.09,62,0.09,173.72,284.27,22,40,12,12,46,N
2,3,0,1,2,2,1,9,21.98,5.69,711.05,0.04,32,0.18,39.5,125.02,13,19,8,7,13,N
0,1,0,0,1,1,1,9,26.05,3.0,234.41,0.03,20,0.33,13.02,78.14,9,11,9,6,14,N
0,3,0,3,2,2,1,8,17.95,4.67,390.89,0.03,22,0.21,21.72,83.76,7,15,6,8,13,N
1,4,0,0,3,1,1,15,15.63,7.5,879.05,0.04,30,0.13,48.84,117.21,10,20,6,9,18,N
3,7,0,0,4,4,1,38,42.08,12.0,6060.0,0.17,101,0.08,336.67,505.0,40,61,20,12,44,N
0,1,0,0,1,1,1,6,15.42,2.92,131.17,0.01,13,0.34,7.29,44.97,7,6,6,5,11,N
0,9,0,0,5,5,4,13,15.08,15.0,3392.67,0.08,50,0.07,188.48,226.18,16,34,8,15,19,N
2,5,0,0,3,3,1,29,28.84,15.17,6634.95,0.15,91,0.07,368.61,437.47,35,56,15,13,33,N
2,11,0,0,6,6,3,37,30.92,19.35,11576.4,0.2,114,0.05,643.13,598.26,43,71,20,18,44,N
0,1,0,0,1,1,1,6,23.22,0.5,5.8,0.0,5,2.0,0.32,11.61,4,1,4,1,8,N
1,5,0,1,3,3,1,16,37.1,7.07,1855.31,0.09,58,0.14,103.07,262.37,22,36,14,9,24,N
1,9,0,0,5,4,1,30,35.6,13.34,6337.5,0.16,95,0.07,352.08,475.0,39,56,19,13,36,N
0,7,0,0,4,4,1,17,18.76,14.95,4192.89,0.09,62,0.07,232.94,280.46,23,39,10,13,19,N
6,9,0,1,5,5,3,32,31.43,16.18,8233.66,0.17,100,0.06,457.43,508.75,41,59,19,15,48,N
2,9,0,0,5,4,3,35,38.26,13.98,7472.51,0.18,106,0.07,415.14,534.71,43,63,20,13,40,Y
8,15,0,0,8,4,3,40,42.58,34.78,51502.32,0.49,240,0.03,2861.24,1480.78,92,148,41,31,50,Y
4,1,0,0,1,1,1,10,33.17,5.25,914.37,0.06,41,0.19,50.8,174.17,18,23,12,7,18,N
9,11,0,4,6,6,1,51,49.98,15.83,12518.41,0.26,153,0.06,695.47,791.0,56,97,23,13,66,N
4,31,1,2,13,12,4,56,53.74,33.41,59984.29,0.6,291,0.03,3332.46,1795.45,105,186,44,28,70,Y
