LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
0,5,2,0,4,0,4,0.24,0,4,1.0,10,1,0.0,17,0,4,1.0,26.15,9.17,2197.7,0.08,53,0.11,122.09,239.75,0.25,0,0,8,0.17,20,33,12,11,23,19.05,17,N
0,1,1,0,0,0,1,0.33,0,1,1.0,2,1,0.0,3,6,1,1.0,30.67,3.0,276.0,0.03,23,0.33,15.33,92.0,1.0,0,0,3,0.14,10,13,10,6,7,0.0,3,N
0,1,0,0,0,0,1,0.17,0,1,1.0,1,1,0.0,6,0,1,1.0,14.58,5.0,364.54,0.02,23,0.2,20.25,72.91,1.0,0,0,2,0.13,8,15,4,5,8,0.0,6,N
7,11,4,15,6,20,6,0.15,10,5,0.83,25,1,0.0,26,0,6,1.0,68.54,8.73,5228.5,0.2,109,0.11,290.47,598.61,0.17,5,10,21,0.11,43,66,32,13,56,44.68,41,Y
7,1,2,0,2,0,1,0.03,0,1,1.0,21,1,0.0,39,0,0,0.0,74.43,12.73,12056.63,0.32,195,0.08,669.81,947.31,1.0,0,0,22,0.02,80,115,22,7,49,4.88,39,Y
0,1,0,0,0,0,1,0.33,0,1,1.0,1,1,0.0,3,1,1,1.0,11.65,4.0,186.42,0.02,13,0.25,10.36,46.6,1.0,0,0,2,0.2,4,9,4,8,5,0.0,3,N
0,1,0,0,3,0,1,0.5,0,1,1.0,1,1,0.0,2,0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.14,1,3,1,3,7,60.0,2,N
3,1,2,1,3,0,1,0.05,0,1,1.0,3,1,0.0,20,0,1,1.0,100.03,9.06,8208.7,0.3,165,0.11,456.04,906.16,1.0,0,0,4,0.03,56,109,34,11,29,16.67,21,N
6,13,6,4,10,20,7,0.19,8,5,0.71,33,6,0.83,32,0,5,0.71,41.24,9.69,3870.52,0.13,85,0.1,215.03,399.54,0.86,6,10,28,0.13,31,54,16,10,54,30.43,36,N
0,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,1,1,1.0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,2,0.25,3,4,3,4,4,0.0,2,N
0,1,2,2,0,0,1,0.25,0,1,1.0,3,1,0.0,2,0,1,1.0,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,1.0,0,0,4,0.13,3,6,3,5,8,50.0,4,Y
15,11,5,3,11,20,6,0.19,10,6,1.0,24,1,0.0,28,0,6,1.0,39.56,12.65,6329.73,0.17,101,0.08,351.65,500.37,0.17,5,10,20,0.1,46,55,20,11,59,33.33,31,N
2,7,7,8,1,20,4,0.1,6,4,1.0,19,1,0.0,33,0,4,1.0,32.53,24.37,19317.04,0.26,147,0.04,1073.17,792.67,0.25,7,12,17,0.09,59,88,23,19,47,21.43,41,Y
0,1,1,0,0,0,1,0.25,0,1,1.0,2,1,0.0,4,0,1,1.0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1.0,0,0,3,0.2,4,5,4,3,5,0.0,4,N
1,7,0,1,0,12,4,0.22,6,1,0.25,13,1,0.0,17,0,4,1.0,19.66,7.0,963.25,0.05,33,0.14,53.51,137.61,0.25,3,6,11,0.17,14,19,9,9,23,5.56,18,N
7,11,5,3,0,20,6,0.21,10,5,0.83,26,1,0.0,25,0,6,1.0,22.53,15.4,5343.69,0.12,79,0.06,296.87,346.99,0.17,5,10,22,0.16,28,51,10,11,37,10.71,28,N
2,5,0,1,0,8,3,0.27,4,1,0.33,9,1,0.0,10,0,2,0.67,7.89,11.25,999.12,0.03,24,0.09,55.51,88.81,0.33,2,4,8,0.19,10,14,4,9,16,9.09,11,N
10,33,4,4,7,56,17,0.3,24,13,0.76,60,1,0.0,53,0,17,1.0,59.53,20.2,24290.23,0.4,223,0.05,1349.46,1202.49,0.06,16,28,45,0.22,101,122,30,12,76,17.19,57,Y
0,1,0,1,0,0,1,0.33,0,1,1.0,1,1,0.0,2,0,0,0.0,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1.0,0,0,2,0.2,4,5,4,4,5,33.33,3,N
1,11,0,1,4,20,6,0.27,10,1,0.17,20,1,0.0,21,0,5,0.83,13.86,22.5,7014.99,0.1,68,0.04,389.72,311.78,0.17,5,10,16,0.19,27,41,9,15,31,19.23,22,N
6,15,4,0,1,28,8,0.18,14,8,1.0,34,1,0.0,45,0,6,0.75,50.01,17.42,15175.54,0.29,166,0.06,843.09,871.16,0.13,7,14,28,0.15,67,99,25,13,54,2.17,45,N
0,7,4,0,1,12,4,0.22,6,4,1.0,16,1,0.0,18,0,4,1.0,36.35,9.33,3166.49,0.11,75,0.11,175.92,339.27,0.25,3,6,14,0.19,35,40,15,8,21,5.26,18,N
4,25,1,3,9,40,13,0.37,16,2,0.15,46,9,0.67,32,0,13,1.0,11.52,67.69,52782.82,0.26,164,0.01,2932.38,779.8,0.69,12,20,35,0.24,57,107,8,19,54,27.27,35,Y
161,85,16,1,158,112,44,0.05,32,18,0.41,277,29,0.65,826,0,13,0.3,319.49,64.72,1338364.88,6.89,2740,0.02,74353.6,20678.49,0.66,40,56,235,0.04,923,1817,164,23,1148,16.14,827,N
1,3,0,1,0,4,2,0.33,2,1,0.5,6,1,0.0,5,0,2,1.0,10.95,6.0,394.38,0.02,19,0.17,21.91,65.73,0.5,1,2,6,0.22,10,9,5,6,9,16.67,6,N
4,1,1,0,4,0,1,0.17,0,1,1.0,5,1,0.0,6,0,0,0.0,17.05,9.33,1485.11,0.05,43,0.11,82.51,159.12,1.0,0,0,6,0.06,16,27,6,7,16,40.0,6,N
80,45,17,11,102,74,23,0.02,30,15,0.65,285,12,0.5,1200,0,7,0.3,514.4,76.12,2980261.45,13.05,5049,0.01,165570.1,39154.43,0.52,22,37,264,0.02,1782,3267,199,17,1395,8.61,1211,N
0,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,1,1.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,N
12,19,13,3,2,16,14,0.22,8,13,0.93,40,1,0.0,62,0,12,0.86,33.3,42.05,58872.9,0.47,238,0.02,3270.72,1400.07,0.07,4,8,28,0.17,87,151,30,29,81,7.46,65,N
3,3,1,0,7,4,2,0.2,2,1,0.5,7,1,0.0,10,0,2,1.0,22.57,4.89,539.55,0.04,27,0.2,29.97,110.36,0.5,1,2,7,0.08,11,16,9,8,25,41.18,10,N
0,1,2,0,0,0,1,0.5,0,1,1.0,3,1,0.0,2,0,1,1.0,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,1.0,0,0,4,0.2,3,6,3,5,5,0.0,2,N
4,3,3,0,2,4,2,0.22,2,2,1.0,7,1,0.0,9,0,1,0.5,15.86,8.57,1165.15,0.05,32,0.12,64.73,135.93,0.5,1,2,7,0.12,10,22,7,12,17,18.18,9,Y
9,19,0,0,2,36,10,0.1,18,1,0.1,55,1,0.0,101,0,1,0.1,284.56,8.91,22586.42,0.85,385,0.11,1254.8,2535.21,0.1,9,18,47,0.09,196,189,88,8,114,1.94,101,N
9,124,4,4,21,158,68,0.24,50,35,0.51,202,62,0.91,281,0,6,0.09,66.35,98.31,641239.74,2.17,960,0.01,35624.43,6522.64,0.91,54,87,136,0.21,349,611,71,40,317,8.17,285,Y
2,3,2,1,1,4,2,0.18,2,2,1.0,6,1,0.0,10,0,1,0.5,16.65,4.67,362.64,0.03,21,0.21,20.15,77.71,0.5,1,2,6,0.13,8,13,6,7,16,16.67,11,N
12,1,2,2,25,0,1,0.06,0,1,1.0,3,1,0.0,15,0,0,0.0,39.26,8.24,2662.74,0.11,68,0.12,147.93,323.33,1.0,0,0,4,0.02,28,40,17,10,56,64.29,17,N
2,3,1,0,0,4,2,0.2,2,1,0.5,9,1,0.0,10,0,2,1.0,28.55,7.38,1556.91,0.07,48,0.14,86.49,210.83,0.5,1,2,9,0.14,24,24,13,8,14,0.0,10,N
0,26,2,2,9,38,15,0.25,18,13,0.87,49,1,0.0,58,0,15,1.0,41.83,32.61,44501.35,0.45,243,0.03,2472.3,1364.37,0.07,10,19,36,0.21,103,140,30,19,71,15.94,60,Y
0,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,0.2,0,0,0,0,5,0.0,0,N
4,5,3,0,6,8,3,0.09,4,3,1.0,11,1,0.0,32,0,3,1.0,31.44,14.77,6858.62,0.15,100,0.07,381.03,464.39,0.33,2,4,10,0.07,32,68,13,12,44,15.79,32,N
26,31,10,4,42,58,16,0.14,28,15,0.94,83,8,0.47,109,0,13,0.81,64.09,47.05,141868.38,1.01,477,0.02,7881.58,3015.56,0.5,15,29,69,0.09,207,270,55,25,185,29.68,113,Y
3,3,0,1,0,4,2,0.29,2,1,0.5,5,1,0.0,6,0,1,0.5,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,0.5,1,2,5,0.17,6,8,5,6,12,14.29,7,N
5,1,2,0,2,0,1,0.13,0,1,1.0,3,1,0.0,8,0,1,1.0,24.89,8.77,1913.98,0.07,47,0.11,106.33,218.26,1.0,0,0,4,0.06,19,28,13,12,17,20.0,8,Y
8,7,3,1,6,12,4,0.25,6,4,1.0,15,1,0.0,15,0,4,1.0,26.02,12.47,4043.32,0.11,69,0.08,224.63,324.33,0.25,3,6,13,0.13,34,35,15,11,32,31.82,16,N
1,33,0,4,11,40,17,0.39,8,1,0.06,43,17,1.0,40,0,17,1.0,33.51,20.9,14637.64,0.23,149,0.05,813.2,700.37,1.0,16,24,28,0.26,57,92,15,11,66,27.27,44,N
14,5,8,3,14,4,3,0.11,2,1,0.33,21,1,0.0,25,0,2,0.67,52.14,19.36,19551.3,0.34,178,0.05,1086.18,1009.69,0.33,1,2,20,0.04,71,107,33,18,68,40.48,28,Y
6,5,3,0,9,8,3,0.15,4,3,1.0,14,1,0.0,20,0,0,0.0,32.75,10.77,3799.79,0.12,78,0.09,211.1,352.84,0.33,2,4,13,0.08,28,50,13,10,37,31.03,20,N
424,37,18,1,472,56,19,0.01,20,11,0.58,448,10,0.5,1706,0,2,0.11,1306.54,61.37,4921109.84,26.73,9456,0.02,273394.95,80184.8,0.53,18,28,431,0.01,3248,6208,344,13,2605,21.71,1707,N
0,3,1,0,0,4,2,0.33,2,2,1.0,5,1,0.0,6,0,0,0.0,7.97,5.83,271.29,0.02,14,0.17,15.07,46.51,0.5,1,2,5,0.25,5,9,3,7,8,0.0,6,N
2,7,2,1,0,12,4,0.31,6,1,0.25,17,1,0.0,12,0,3,0.75,12.86,14.78,2807.62,0.06,42,0.07,155.98,189.99,0.25,3,6,15,0.24,19,23,9,14,17,7.69,13,N
0,1,0,0,0,0,1,0.33,0,1,1.0,1,1,0.0,3,0,0,0.0,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,1.0,0,0,2,0.2,4,5,3,3,5,0.0,3,N
3,13,5,1,13,20,7,0.24,8,2,0.29,25,1,0.0,28,0,7,1.0,44.37,12.8,7269.13,0.19,106,0.08,403.84,567.9,0.14,6,10,20,0.14,40,66,25,16,49,33.33,29,Y
54,1,6,2,42,0,1,0.0,0,1,1.0,56,1,0.0,280,0,1,1.0,354.2,15.27,82618.21,1.8,844,0.07,4589.9,5409.53,1.0,0,0,57,0.0,294,550,77,8,380,13.58,282,Y
0,1,0,0,0,0,1,0.2,0,1,1.0,1,1,0.0,5,0,0,0.0,2.67,1.5,6.0,0.0,4,0.67,0.33,4.0,1.0,0,0,2,0.17,3,1,1,1,6,0.0,5,N
1,5,2,0,3,8,3,0.12,4,3,1.0,11,1,0.0,26,0,3,1.0,37.91,14.32,7772.51,0.18,105,0.07,431.81,542.84,0.33,2,4,10,0.08,45,60,22,14,37,10.34,26,N
0,1,2,1,0,0,1,0.14,0,1,1.0,3,1,0.0,6,0,1,1.0,19.03,2.0,76.11,0.01,11,0.5,4.23,38.05,1.0,0,0,4,0.09,7,4,7,4,11,14.29,7,N
6,1,1,1,2,0,1,0.07,0,1,1.0,5,1,0.0,13,0,1,1.0,32.5,11.43,4244.37,0.12,81,0.09,235.8,371.38,1.0,0,0,6,0.04,32,49,14,10,24,18.75,14,Y
0,1,1,0,0,0,1,0.07,0,1,1.0,2,1,0.0,14,0,1,1.0,43.7,5.14,1155.81,0.07,52,0.19,64.2,224.74,1.0,0,0,3,0.06,24,28,14,6,16,0.0,14,Y
3,13,2,0,3,22,7,0.28,10,3,0.43,27,6,0.83,25,0,5,0.71,33.09,17.0,9563.23,0.19,105,0.06,531.29,562.54,0.86,6,11,22,0.21,48,57,24,17,33,10.71,25,N
5,15,2,6,8,24,8,0.22,10,5,0.63,27,6,0.71,30,0,6,0.75,28.93,17.76,9127.31,0.17,101,0.06,507.07,513.83,0.75,7,12,21,0.16,45,56,19,15,51,31.82,36,Y
0,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,3,0.25,1,3,1,3,4,0.0,2,N
5,26,4,1,7,30,14,0.35,8,4,0.29,39,13,0.92,39,0,4,0.29,28.72,26.0,19415.7,0.25,131,0.04,1078.65,746.76,0.93,11,16,27,0.26,52,79,26,26,54,17.02,40,Y
5,19,2,4,8,34,10,0.21,16,6,0.6,45,1,0.0,43,2,6,0.6,16.18,70.0,79296.42,0.38,241,0.01,4405.36,1132.81,0.1,9,17,37,0.16,120,121,12,14,63,21.82,47,N
5,31,0,11,11,48,16,0.36,18,1,0.06,50,12,0.73,34,0,14,0.88,18.94,38.08,27457.39,0.24,150,0.03,1525.41,721.1,0.75,15,24,36,0.25,66,84,13,15,64,39.29,45,Y
7,17,5,3,6,28,9,0.27,12,7,0.78,31,1,0.0,30,0,9,1.0,39.68,14.48,8316.9,0.19,112,0.07,462.05,574.48,0.11,8,14,24,0.19,49,63,22,13,48,23.08,33,N
37,23,12,33,38,44,12,0.11,22,12,1.0,60,1,0.0,78,0,6,0.5,114.21,22.75,59111.61,0.87,411,0.04,3283.98,2598.31,0.08,11,22,50,0.06,182,229,64,16,188,47.65,111,Y
26,76,13,9,35,106,45,0.29,42,20,0.44,151,24,0.52,144,0,22,0.49,57.75,70.67,288408.33,1.36,594,0.01,16022.68,4081.0,0.53,32,53,108,0.21,262,332,76,41,216,23.4,153,N
13,21,3,1,17,32,11,0.19,14,5,0.45,40,4,0.3,58,0,5,0.45,41.68,32.4,43783.93,0.45,226,0.03,2432.44,1350.87,0.36,9,16,31,0.12,76,150,34,29,91,23.68,59,Y
25,33,6,23,34,54,17,0.16,22,8,0.47,67,8,0.44,83,0,11,0.65,66.58,39.9,106001.96,0.89,432,0.03,5889.0,2656.69,0.47,16,27,52,0.1,190,242,50,21,167,40.71,106,Y
2,1,1,0,2,0,1,0.2,0,1,1.0,5,1,0.0,5,0,0,0.0,18.37,8.0,1175.87,0.05,41,0.13,65.33,146.98,1.0,0,0,6,0.09,16,25,6,6,11,28.57,5,N
8,3,6,0,21,4,2,0.12,2,2,1.0,13,1,0.0,17,0,1,0.5,22.94,9.44,2046.09,0.07,51,0.11,113.67,216.64,0.5,1,2,13,0.04,17,34,9,10,48,55.26,17,N
2,5,0,8,2,8,3,0.19,4,1,0.33,11,1,0.0,8,0,1,0.33,28.83,12.83,4748.33,0.12,74,0.08,263.8,370.0,0.33,2,4,10,0.13,33,41,18,14,23,55.56,16,N
5,15,7,8,2,24,8,0.15,12,7,0.88,37,1,0.0,44,0,7,0.88,56.98,20.85,24780.28,0.4,202,0.05,1376.68,1188.29,0.13,6,12,31,0.13,95,107,41,18,61,18.52,52,N
2,7,0,1,1,10,4,0.29,4,1,0.25,11,3,0.67,13,0,4,1.0,18.91,10.45,2065.48,0.07,45,0.1,114.75,197.65,0.75,3,5,9,0.2,19,26,10,11,20,13.33,14,N
0,3,0,0,1,4,2,0.25,2,1,0.5,7,1,0.0,8,0,2,1.0,13.14,8.17,876.39,0.04,29,0.12,48.69,107.31,0.5,1,2,7,0.18,14,15,6,7,11,11.11,8,N
3,62,6,0,42,36,52,0.16,18,52,1.0,175,1,0.0,316,0,52,1.0,48.92,176.42,1522430.81,2.88,1207,0.01,84579.49,8629.74,0.02,9,18,125,0.14,511,696,84,58,363,11.73,316,Y
2,12,2,1,1,0,11,0.18,0,11,1.0,25,1,0.0,59,1,1,0.09,34.18,20.57,14456.47,0.23,128,0.05,803.14,702.96,0.09,0,0,16,0.17,43,85,23,22,66,3.28,60,N
3,3,0,1,0,4,2,0.29,2,1,0.5,5,1,0.0,6,1,2,1.0,11.71,4.9,281.06,0.02,16,0.2,15.61,57.36,0.5,1,2,5,0.17,7,9,5,7,12,14.29,7,N
3,1,2,0,2,0,1,0.13,0,1,1.0,7,1,0.0,8,0,0,0.0,28.46,7.0,1394.76,0.07,51,0.14,77.49,199.25,1.0,0,0,8,0.07,16,35,8,7,15,20.0,8,N
6,9,3,1,2,10,5,0.22,4,4,0.8,17,4,0.75,22,0,4,0.8,25.01,14.12,4985.05,0.12,70,0.07,276.95,353.11,0.8,3,5,14,0.15,30,40,17,16,33,12.0,23,N
3,17,6,1,31,26,9,0.26,8,4,0.44,32,7,0.75,34,0,2,0.22,44.37,20.23,18150.1,0.3,159,0.05,1008.34,897.37,0.78,9,17,25,0.13,66,93,31,19,71,48.48,35,Y
1,1,2,0,1,0,1,0.09,0,1,1.0,6,1,0.0,11,0,0,0.0,14.11,12.5,2205.39,0.06,51,0.08,122.52,176.43,1.0,0,0,7,0.07,30,21,6,5,14,8.33,11,Y
0,3,1,0,0,4,2,0.33,2,2,1.0,7,1,0.0,6,0,2,1.0,9.25,7.2,479.58,0.02,18,0.14,26.64,66.61,0.5,1,2,7,0.25,9,9,5,8,8,0.0,6,Y
0,5,1,0,0,6,3,0.27,2,2,0.67,8,3,1.0,11,0,3,1.0,22.17,7.73,1323.68,0.06,39,0.13,73.54,171.3,1.0,2,3,7,0.23,17,22,11,10,13,0.0,11,Y
6,11,5,4,3,18,6,0.25,8,5,0.83,21,3,0.4,20,0,5,0.83,18.8,13.33,3341.7,0.08,59,0.08,185.65,250.63,0.5,5,9,17,0.17,24,35,9,10,35,25.93,24,N
0,1,0,0,0,0,1,0.2,0,1,1.0,1,1,0.0,5,0,0,0.0,26.94,2.0,107.78,0.02,17,0.5,5.99,53.89,1.0,0,0,2,0.14,8,9,6,3,7,0.0,5,N
1,3,3,0,0,4,2,0.17,2,2,1.0,7,1,0.0,12,0,2,1.0,28.99,6.92,1389.28,0.07,45,0.14,77.18,200.67,0.5,1,2,7,0.13,20,25,13,9,16,0.0,12,N
6,19,2,7,9,36,10,0.11,18,9,0.9,42,1,0.0,86,0,7,0.7,50.73,33.71,57646.53,0.57,303,0.03,3202.58,1710.09,0.1,9,18,34,0.09,110,193,31,19,110,15.69,93,Y
6,1,2,0,4,0,1,0.04,0,1,1.0,6,1,0.0,28,0,1,1.0,38.7,23.22,20870.43,0.3,185,0.04,1159.47,898.73,1.0,0,0,7,0.03,76,109,18,11,40,12.5,28,Y
1,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,0.01,0,1,0,1,78,0.0,1,Y
6,15,2,0,3,22,8,0.14,8,4,0.5,24,5,0.57,57,0,8,1.0,50.78,25.15,32110.24,0.43,224,0.04,1783.9,1276.9,0.63,7,11,18,0.11,95,129,34,18,71,5.0,57,N
4,7,0,1,7,12,4,0.2,6,1,0.25,14,1,0.0,19,0,4,1.0,19.4,13.0,3278.25,0.08,55,0.08,182.12,252.17,0.25,3,6,12,0.12,22,33,11,13,33,29.63,20,Y
0,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,0,0.0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.25,2,4,2,4,4,0.0,2,N
704,60,19,2,28,78,31,0.06,22,14,0.45,182,19,0.6,492,0,4,0.13,261.7,41.64,453835.77,3.63,1520,0.02,25213.1,10898.29,0.61,28,39,153,0.03,583,937,126,18,1229,5.75,494,N
1,3,1,1,0,4,2,0.33,2,1,0.5,8,1,0.0,5,0,0,0.0,10.34,10.83,1213.33,0.04,28,0.09,67.41,112.0,0.5,1,2,8,0.22,13,15,6,10,9,16.67,6,N
3,11,1,1,0,12,7,0.24,6,2,0.29,28,1,0.0,28,0,7,1.0,26.23,23.82,14889.71,0.21,125,0.04,827.21,625.0,0.14,3,6,23,0.21,54,71,17,15,34,3.45,29,Y
0,1,0,0,0,0,1,0.2,0,1,1.0,1,1,0.0,5,0,1,1.0,39.21,1.5,88.22,0.02,17,0.67,4.9,58.81,1.0,0,0,2,0.11,8,9,8,3,9,0.0,5,N
6,3,3,0,7,4,2,0.13,2,2,1.0,10,1,0.0,15,0,0,0.0,27.23,10.0,2723.24,0.09,62,0.1,151.29,272.32,0.5,1,2,10,0.07,22,40,11,10,30,31.82,15,N
11,1,2,2,25,0,1,0.06,0,1,1.0,3,1,0.0,14,0,0,0.0,39.26,8.24,2662.74,0.11,68,0.12,147.93,323.33,1.0,0,0,4,0.02,28,40,17,10,54,65.85,16,N
1,5,0,0,0,8,3,0.21,4,1,0.33,10,1,0.0,14,0,3,1.0,22.93,6.3,909.91,0.05,34,0.16,50.55,144.43,0.33,2,4,9,0.16,14,20,10,9,19,0.0,14,N
9,1,2,0,7,0,1,0.04,0,1,1.0,9,1,0.0,28,0,0,0.0,14.07,29.75,12453.09,0.14,121,0.03,691.84,418.59,1.0,0,0,10,0.02,34,87,4,7,46,20.0,28,N
8,41,4,2,9,66,21,0.33,26,14,0.67,70,1,0.0,61,0,21,1.0,69.03,20.28,28393.27,0.47,258,0.05,1577.4,1399.98,0.05,20,33,51,0.26,118,140,32,11,82,15.28,63,N
124,67,20,5,190,116,34,0.06,50,22,0.65,248,10,0.27,594,0,14,0.41,454.21,53.23,1286957.35,8.06,3163,0.02,71497.63,24177.52,0.29,33,58,216,0.04,1146,2017,183,17,915,24.71,599,N
5,3,4,0,1,4,2,0.15,2,2,1.0,8,1,0.0,13,4,2,1.0,51.53,6.92,2469.63,0.12,69,0.14,137.2,356.72,0.5,1,2,8,0.08,36,33,26,10,25,7.14,13,Y
1,5,0,6,4,8,3,0.19,4,1,0.33,10,1,0.0,10,0,3,1.0,22.08,5.0,552.07,0.04,29,0.2,30.67,110.41,0.33,2,4,9,0.13,10,19,7,7,24,50.0,16,N
2,7,9,6,3,12,4,0.11,6,4,1.0,25,1,0.0,32,0,3,0.75,33.45,22.05,16265.89,0.25,145,0.05,903.66,737.68,0.25,3,6,23,0.09,63,82,20,14,46,21.95,38,Y
5,11,5,1,4,20,6,0.21,10,6,1.0,24,1,0.0,28,0,6,1.0,44.65,11.43,5831.8,0.17,103,0.09,323.99,510.28,0.17,5,10,20,0.15,48,55,21,10,40,15.15,29,Y
0,3,1,0,5,4,2,0.4,2,2,1.0,5,1,0.0,5,0,0,0.0,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,0.5,1,2,5,0.17,2,5,2,4,12,50.0,5,N
7,13,5,1,3,12,8,0.16,6,7,0.88,33,1,0.0,50,0,4,0.5,45.67,22.07,22252.63,0.34,176,0.05,1236.26,1008.11,0.13,3,6,27,0.13,79,97,34,19,63,7.41,51,N
0,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,2,1,1.0,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,1.0,0,0,3,0.2,3,7,3,7,5,0.0,2,N
0,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,1,1.0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.25,2,5,2,5,4,0.0,2,N
0,1,1,0,0,0,1,0.11,0,1,1.0,2,1,0.0,9,0,0,0.0,2.29,3.5,28.0,0.0,8,0.29,1.56,8.0,1.0,0,0,3,0.1,7,1,1,1,10,0.0,9,N
26,39,5,0,13,58,20,0.27,22,7,0.35,84,11,0.53,73,0,12,0.6,52.26,45.59,108615.04,0.79,414,0.02,6034.17,2382.52,0.55,18,40,66,0.18,155,259,34,20,114,15.12,73,Y
24,3,5,1,34,4,2,0.0,2,2,1.0,1078,1,0.0,1076,0,1,0.5,5475.53,23.38,2992935.22,42.67,12476,0.04,166274.17,128015.23,0.5,1,2,1078,0.0,5169,7307,1216,11,1137,3.15,1077,N
3,1,3,0,4,0,1,0.04,0,1,1.0,19,1,0.0,23,0,1,1.0,99.65,11.32,12774.69,0.38,212,0.09,709.7,1128.25,1.0,0,0,20,0.03,78,134,31,9,32,14.81,23,N
1,1,0,0,1,0,1,0.5,0,1,1.0,1,1,0.0,2,2,1,1.0,16.92,3.5,207.22,0.02,16,0.29,11.51,59.21,1.0,0,0,2,0.14,6,10,6,7,7,33.33,2,N
10,7,1,2,39,10,4,0.11,4,3,0.75,14,1,0.0,36,0,3,0.75,26.59,41.0,44690.0,0.36,218,0.02,2482.78,1090.0,0.25,3,5,12,0.04,82,136,16,16,89,53.25,38,N
3,27,0,4,3,42,14,0.35,16,1,0.07,42,8,0.54,36,0,13,0.93,41.31,15.14,9471.93,0.21,124,0.07,526.22,625.5,0.57,13,21,30,0.26,53,71,21,12,54,16.28,40,Y
3,21,9,5,11,50,11,0.1,20,8,0.73,52,10,0.9,101,0,11,1.0,44.63,37.74,63573.01,0.56,300,0.03,3531.83,1684.41,0.91,15,25,43,0.08,130,170,31,18,132,13.68,106,Y
0,7,2,2,18,12,4,0.14,6,2,0.5,16,1,0.0,26,0,4,1.0,20.11,16.73,5630.15,0.11,70,0.06,312.79,336.51,0.25,3,6,14,0.08,29,41,13,15,51,43.48,28,Y
1,1,1,0,1,0,1,0.33,0,1,1.0,2,1,0.0,3,0,1,1.0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.17,2,3,2,3,6,25.0,3,N
1,5,2,1,0,8,3,0.18,4,3,1.0,9,1,0.0,16,0,3,1.0,21.02,14.0,4120.51,0.1,66,0.07,228.92,294.32,0.33,2,4,8,0.15,28,38,11,11,20,5.88,17,N
7,9,4,1,0,16,5,0.11,8,5,1.0,20,1,0.0,45,0,5,1.0,36.2,18.57,12476.19,0.22,129,0.05,693.12,672.02,0.2,4,8,17,0.09,61,68,23,14,55,2.17,46,Y
3,5,2,4,1,0,4,0.24,0,4,1.0,10,1,0.0,13,0,4,1.0,29.72,9.6,2738.82,0.1,60,0.1,152.16,285.29,0.25,0,0,8,0.1,24,36,15,12,42,27.78,17,Y
